batter,name,apr_PA,apr_BABIP,apr_hard_hit_rate,apr_barrel_rate,apr_z_contact_rate,apr_hr_fb_rate,apr_BA,apr_wOBA,apr_HR_rate,apr_xBA,apr_xwOBA,luck_score,verdict,mj_PA,mj_BABIP,mj_BA,mj_wOBA,mj_HR_rate,year,delta_BABIP,delta_BA,delta_wOBA,delta_HR_rate,xwOBA_gap,xBA_gap,prediction_correct,signal_strength
474832,Brandon Belt,65,0.2903,0.1685393258426966,0.0625,0.8077,0.0833,0.1695,0.2415384615384615,0.0154,0.28578125,0.2360706140350877,0.0455,Neutral,219,0.404,0.2611,0.3831050228310502,0.032,2023,0.1137,0.0916,0.1416,0.0166,-0.0055,0.1163,,Neutral
493329,Yuli Gurriel,53,0.325,0.2816901408450704,0.0,0.9464,0.3333,0.3061,0.3726415094339622,0.0377,0.2736904761904761,0.3336792452830188,-0.1383,Sell high,201,0.2812,0.2541,0.3052238805970149,0.005,2023,-0.0438,-0.052,-0.0674,-0.0328,-0.039,-0.0324,1.0,Strong sell
500871,Eduardo Escobar,62,0.1667,0.2558139534883721,0.0444444444444444,0.875,0.1667,0.1579,0.2516129032258064,0.0323,0.2934651162790697,0.3142949915110356,0.6614,Buy low,144,0.3333,0.2707,0.3173611111111111,0.0208,2023,0.1667,0.1128,0.0657,-0.0114,0.0627,0.1356,1.0,Strong buy
502054,Tommy Pham,53,0.2121,0.32,0.0857142857142857,0.8491,0.3333,0.1915,0.2915094339622641,0.0377,0.3789705882352941,0.3556070549630845,0.4306,Buy low,211,0.3333,0.2865,0.3739336492890995,0.0379,2023,0.1212,0.095,0.0824,0.0002,0.0641,0.1875,1.0,Strong buy
502110,J. d. Martinez,98,0.3214,0.2892561983471074,0.15,0.7603,0.2222,0.25,0.3688775510204081,0.0408,0.4376551724137931,0.3841970917126732,-0.1095,Slight sell,267,0.2966,0.2623,0.3700374531835206,0.0787,2023,-0.0249,0.0123,0.0012,0.0378,0.0153,0.1877,0.0,Slight sell
502671,Paul Goldschmidt,126,0.3333,0.3947368421052631,0.1428571428571428,0.8394,0.1667,0.3056,0.3984126984126984,0.0317,0.3854505494505494,0.454952734679003,-0.1651,Sell high,337,0.3284,0.2685,0.3586053412462908,0.0415,2023,-0.005,-0.0371,-0.0398,0.0098,0.0565,0.0799,1.0,Strong sell
516416,Jean Segura,95,0.2466,0.2313432835820895,0.0277777777777777,0.887,0.0,0.2,0.2094736842105263,0.0,0.3113802816901408,0.2828372903225806,0.2673,Buy low,231,0.2528,0.2264,0.2781385281385281,0.013,2023,0.0062,0.0264,0.0687,0.013,0.0734,0.1114,1.0,Strong buy
516782,Starling Marte,96,0.2647,0.2148148148148148,0.072463768115942,0.856,0.0588,0.2235,0.284375,0.0104,0.3122028985507246,0.3340207202823979,0.1756,Buy low,237,0.3274,0.2646,0.2926160337552742,0.0169,2023,0.0627,0.041,0.0082,0.0065,0.0496,0.0887,1.0,Strong buy
518692,Freddie Freeman,130,0.3295,0.2324324324324324,0.0879120879120879,0.8547,0.1905,0.2895,0.3692307692307692,0.0308,0.4014888888888889,0.4135288783385842,-0.153,Sell high,347,0.3805,0.3355,0.4462536023054755,0.049,2023,0.051,0.046,0.077,0.0182,0.0443,0.112,0.0,Strong sell
518735,Yasmani Grandal,93,0.2931,0.1926605504587156,0.0491803278688524,0.8431,0.2,0.241,0.3440860215053763,0.0323,0.2964590163934426,0.3146263440860214,0.0268,Neutral,210,0.3056,0.2552,0.3080952380952381,0.0238,2023,0.0125,0.0142,-0.036,-0.0084,-0.0295,0.0555,,Neutral
518792,Jason Heyward,62,0.2432,0.3815789473684211,0.125,0.8202,0.25,0.24,0.3685483870967742,0.0484,0.3474358974358975,0.4290375428647774,0.2813,Buy low,179,0.2768,0.2468,0.3505586592178771,0.0391,2023,0.0335,0.0068,-0.018,-0.0093,0.0605,0.1074,0.0,Strong buy
518934,Dj Lemahieu,99,0.3276,0.3423423423423423,0.081967213114754,0.8879,0.2308,0.25,0.3323232323232323,0.0303,0.35785,0.3657780261950644,-0.1426,Sell high,263,0.2697,0.2227,0.2920152091254753,0.019,2023,-0.0579,-0.0273,-0.0403,-0.0113,0.0335,0.1078,1.0,Strong sell
519058,Mike Moustakas,56,0.2727,0.2307692307692307,0.0294117647058823,0.8,0.0909,0.2174,0.3,0.0179,0.3000645161290322,0.2984457908163265,0.1338,Buy low,184,0.3482,0.2798,0.358695652173913,0.0435,2023,0.0755,0.0624,0.0587,0.0256,-0.0016,0.0827,1.0,Strong buy
519203,Anthony Rizzo,119,0.3288,0.2578616352201258,0.0897435897435897,0.8904,0.1786,0.2816,0.3684873949579832,0.042,0.3318701298701298,0.3830334511893335,-0.1483,Sell high,298,0.2872,0.2285,0.3038590604026845,0.0235,2023,-0.0415,-0.0531,-0.0646,-0.0185,0.0145,0.0503,1.0,Strong sell
519317,Giancarlo Stanton,54,0.2703,0.4461538461538462,0.225,0.8143,0.5,0.2692,0.3768518518518519,0.0741,0.3462,0.4279863042186572,0.1409,Buy low,176,0.1667,0.1709,0.2880681818181818,0.0568,2023,-0.1036,-0.0983,-0.0888,-0.0173,0.0511,0.077,0.0,Strong buy
521692,Salvador Pérez,108,0.3,0.2792207792207792,0.073170731707317,0.8443,0.0909,0.2673,0.3254629629629629,0.0278,0.3281975308641975,0.3454503791650073,-0.0005,Neutral,283,0.2784,0.236,0.3047703180212014,0.0495,2023,-0.0216,-0.0314,-0.0207,0.0217,0.02,0.0609,,Neutral
527038,Wilmer Flores,81,0.2712,0.2539682539682539,0.0634920634920634,0.8812,0.2353,0.2632,0.3438271604938271,0.0494,0.3074920634920635,0.3613391128056161,0.1365,Buy low,187,0.3231,0.3114,0.3991978609625669,0.0535,2023,0.0519,0.0482,0.0554,0.0041,0.0175,0.0443,1.0,Strong buy
542194,Christian Bethancourt,66,0.2564,0.3170731707317073,0.1818181818181818,0.8372,0.3333,0.25,0.3757575757575758,0.0758,0.348953488372093,0.4188480820163356,0.2121,Buy low,168,0.2672,0.2037,0.2372023809523809,0.0119,2023,0.0108,-0.0463,-0.1386,-0.0639,0.0431,0.099,0.0,Strong buy
542303,Marcell Ozuna,67,0.0769,0.2222222222222222,0.1219512195121951,0.7347,0.1667,0.0847,0.2022388059701492,0.0299,0.2536829268292683,0.2948465389696733,1.113,Buy low,286,0.2857,0.2703,0.3858391608391608,0.0699,2023,0.2088,0.1855,0.1836,0.0401,0.0926,0.1689,1.0,Strong buy
542932,Jon Berti,91,0.2812,0.2018348623853211,0.044776119402985,0.856,0.1053,0.2439,0.2934065934065934,0.022,0.3475230769230769,0.3420438791977253,0.0898,Slight buy,203,0.3922,0.3125,0.3359605911330049,0.0,2023,0.1109,0.0686,0.0426,-0.022,0.0486,0.1036,1.0,Slight buy
543063,Brandon Crawford,78,0.1778,0.1818181818181818,0.1020408163265306,0.8182,0.2667,0.169,0.2621794871794872,0.0513,0.2776938775510204,0.3037165242165242,0.6023,Buy low,153,0.3,0.2279,0.2839869281045752,0.0065,2023,0.1222,0.0589,0.0218,-0.0447,0.0415,0.1087,1.0,Strong buy
543068,C. j. Cron,103,0.2769,0.3130434782608696,0.1690140845070422,0.752,0.2857,0.2424,0.3179611650485437,0.0583,0.3448309859154929,0.3719531769740508,0.1118,Slight buy,126,0.2921,0.2719,0.3472222222222222,0.0397,2023,0.0152,0.0295,0.0293,-0.0186,0.054,0.1024,1.0,Slight buy
543228,Yan Gomes,70,0.2727,0.2934782608695652,0.1166666666666666,0.9178,0.2273,0.2985,0.3735714285714286,0.0714,0.2969152542372881,0.3820867936507937,0.1314,Buy low,190,0.3359,0.2791,0.3413157894736842,0.0211,2023,0.0632,-0.0194,-0.0323,-0.0504,0.0085,-0.0016,0.0,Strong buy
543257,Robbie Grossman,87,0.2963,0.1979166666666666,0.087719298245614,0.875,0.15,0.2533,0.3373563218390805,0.0345,0.2978181818181818,0.3334968679828364,0.0138,Neutral,200,0.264,0.2126,0.291,0.02,2023,-0.0323,-0.0407,-0.0464,-0.0145,-0.0039,0.0445,,Neutral
543760,Marcus Semien,128,0.2907,0.2784810126582278,0.0439560439560439,0.8902,0.1562,0.2679,0.3734375,0.0391,0.2844222222222222,0.3492326152408638,0.0421,Neutral,367,0.2903,0.2758,0.3532697547683924,0.0272,2023,-0.0004,0.0079,-0.0202,-0.0118,-0.0242,0.0166,,Neutral
543807,George Springer,120,0.25,0.2051282051282051,0.0989010989010989,0.8931,0.1304,0.2252,0.2779166666666667,0.025,0.3141428571428571,0.3337797115384615,0.2464,Buy low,328,0.2895,0.2576,0.3400914634146341,0.0305,2023,0.0395,0.0324,0.0622,0.0055,0.0559,0.0889,1.0,Strong buy
543877,Christian Vázquez,73,0.3778,0.1839080459770115,0.0,0.7684,0.0,0.2615,0.3006849315068493,0.0,0.3579555555555556,0.3004035616438356,-0.3895,Sell high,164,0.2456,0.2067,0.2579268292682927,0.0183,2023,-0.1322,-0.0549,-0.0428,0.0183,-0.0003,0.0964,1.0,Strong sell
543939,Kolten Wong,80,0.2222,0.1388888888888889,0.0,0.8981,0.0,0.1714,0.229375,0.0,0.2736603773584906,0.2657539930555556,0.3858,Buy low,136,0.1915,0.1613,0.2246323529411764,0.0147,2023,-0.0307,-0.0101,-0.0047,0.0147,0.0364,0.1022,0.0,Strong buy
545361,Mike Trout,124,0.3881,0.3055555555555556,0.1756756756756756,0.7829,0.28,0.3084,0.4245967741935483,0.0565,0.4126712328767123,0.424589204248559,-0.444,Sell high,234,0.3051,0.2362,0.3549145299145299,0.047,2023,-0.083,-0.0722,-0.0697,-0.0094,-0.0,0.1043,1.0,Strong sell
547989,José Abreu,120,0.3068,0.2254335260115607,0.0568181818181818,0.8808,0.0,0.2328,0.2633333333333333,0.0,0.3154886363636364,0.274579935083426,-0.0331,Neutral,313,0.285,0.2464,0.3182108626198083,0.0319,2023,-0.0218,0.0137,0.0549,0.0319,0.0112,0.0827,,Neutral
553869,Elías Díaz,92,0.3846,0.2857142857142857,0.0303030303030303,0.8534,0.25,0.3214,0.3815217391304348,0.0217,0.3453333333333334,0.3367717391304348,-0.4311,Sell high,264,0.2938,0.2521,0.3189393939393939,0.0303,2023,-0.0908,-0.0693,-0.0626,0.0086,-0.0448,0.0239,1.0,Strong sell
553993,Eugenio Suárez,121,0.3429,0.2448979591836734,0.0833333333333333,0.7978,0.087,0.243,0.3057851239669421,0.0165,0.3371549295774648,0.3295379732126681,-0.2147,Sell high,331,0.2722,0.2194,0.3173716012084592,0.0363,2023,-0.0706,-0.0236,0.0116,0.0197,0.0238,0.0942,0.0,Strong sell
570482,Gio Urshela,100,0.3636,0.1656050955414012,0.0128205128205128,0.8978,0.0625,0.299,0.3,0.01,0.3092948717948718,0.2748389215686274,-0.3227,Sell high,128,0.3333,0.2991,0.334375,0.0078,2023,-0.0303,0.0002,0.0344,-0.0022,-0.0252,0.0103,0.0,Strong sell
570731,Jonathan Schoop,51,0.3125,0.1470588235294117,0.0,0.8286,0.0,0.2174,0.2588235294117647,0.0,0.35021875,0.286656862745098,-0.0647,Slight sell,100,0.2754,0.2111,0.248,0.0,2023,-0.0371,-0.0063,-0.0108,0.0,0.0278,0.1328,1.0,Slight sell
571448,Nolan Arenado,121,0.2907,0.2111801242236025,0.034090909090909,0.8779,0.1,0.2368,0.2731404958677685,0.0165,0.3080229885057471,0.2829398237696109,0.0425,Neutral,312,0.293,0.2933,0.3991987179487179,0.0641,2023,0.0023,0.0564,0.1261,0.0476,0.0098,0.0712,,Neutral
571771,Enrique Hernández,110,0.3,0.2076923076923077,0.0410958904109589,0.8382,0.15,0.2449,0.3218181818181818,0.0273,0.2880972222222222,0.3040230086580086,-0.0055,Neutral,222,0.2561,0.2163,0.2518018018018018,0.0135,2023,-0.0439,-0.0286,-0.07,-0.0138,-0.0178,0.0432,,Neutral
571970,Max Muncy,103,0.1951,0.3370786516853932,0.2692307692307692,0.8427,0.4783,0.2317,0.437378640776699,0.1068,0.3715769230769231,0.4871930076430489,0.5158,Buy low,264,0.1812,0.1814,0.3289772727272727,0.0606,2023,-0.014,-0.0503,-0.1084,-0.0462,0.0498,0.1399,0.0,Strong buy
572191,Michael Taylor,93,0.34,0.2037037037037037,0.1272727272727272,0.752,0.2667,0.2442,0.3188172043010752,0.043,0.3246296296296296,0.310977361577147,-0.2068,Sell high,178,0.2708,0.2061,0.2904494382022472,0.0449,2023,-0.0692,-0.0381,-0.0284,0.0019,-0.0078,0.0804,1.0,Strong sell
572233,Christian Walker,111,0.2658,0.2484076433121019,0.0602409638554216,0.8049,0.2353,0.2475,0.3054054054054054,0.036,0.3179125,0.350879198079198,0.1639,Buy low,331,0.2788,0.263,0.3876132930513595,0.0544,2023,0.013,0.0155,0.0822,0.0183,0.0455,0.0704,1.0,Strong buy
572761,Matt Carpenter,66,0.303,0.2388059701492537,0.2222222222222222,0.8784,0.1875,0.25,0.3999999999999999,0.0455,0.320735294117647,0.4107352610930735,-0.0163,Neutral,141,0.1867,0.1282,0.225177304964539,0.0071,2023,-0.1164,-0.1218,-0.1748,-0.0384,0.0107,0.0707,,Neutral
573262,Mike Yastrzemski,102,0.3433,0.2950819672131147,0.0972222222222222,0.8519,0.2778,0.2917,0.375,0.049,0.3353611111111111,0.3584986772486772,-0.2233,Sell high,183,0.2475,0.1938,0.3005464480874317,0.0328,2023,-0.0958,-0.0979,-0.0745,-0.0162,-0.0165,0.0437,1.0,Strong sell
575929,Willson Contreras,104,0.3239,0.3185185185185185,0.1095890410958904,0.8346,0.087,0.2747,0.3471153846153846,0.0192,0.3455972222222222,0.3712571294162998,-0.1178,Slight sell,254,0.2925,0.2385,0.3559055118110236,0.0354,2023,-0.0314,-0.0362,0.0088,0.0162,0.0241,0.0709,0.0,Slight sell
592178,Kris Bryant,111,0.3462,0.1875,0.037037037037037,0.8939,0.1579,0.297,0.3648648648648648,0.027,0.3285308641975308,0.3371230139230139,-0.2378,Sell high,164,0.2385,0.2183,0.3149390243902439,0.0305,2023,-0.1076,-0.0787,-0.0499,0.0035,-0.0277,0.0315,1.0,Strong sell
592192,Mark Canha,100,0.2537,0.2083333333333333,0.0735294117647058,0.8403,0.087,0.2235,0.307,0.02,0.2788615384615385,0.3181109272318079,0.2293,Buy low,203,0.292,0.2558,0.3357142857142857,0.0197,2023,0.0382,0.0323,0.0287,-0.0003,0.0111,0.0553,1.0,Strong buy
592206,Nick Castellanos,122,0.3974,0.2364864864864864,0.1097560975609756,0.8182,0.3077,0.3125,0.3950819672131148,0.0328,0.3903536585365854,0.3766264706758273,-0.496,Sell high,318,0.3333,0.2584,0.3210691823899371,0.0314,2023,-0.0641,-0.0541,-0.074,-0.0013,-0.0185,0.0779,1.0,Strong sell
592273,Brandon Drury,102,0.2881,0.2892561983471074,0.0952380952380952,0.7886,0.2632,0.234,0.313235294117647,0.049,0.3609180327868852,0.3330436959196634,0.0534,Slight buy,205,0.3534,0.2979,0.3736585365853658,0.0439,2023,0.0652,0.0638,0.0604,-0.0051,0.0198,0.1269,1.0,Slight buy
592450,Aaron Judge,108,0.3396,0.3846153846153846,0.2203389830508474,0.7152,0.3,0.2581,0.3819444444444444,0.0556,0.4386140350877193,0.4200294551798175,-0.1986,Sell high,118,0.3404,0.3226,0.534322033898305,0.1186,2023,0.0008,0.0645,0.1524,0.0631,0.0381,0.1805,0.0,Strong sell
592518,Manny Machado,118,0.2785,0.23125,0.073170731707317,0.8067,0.1667,0.2364,0.2919491525423729,0.0339,0.2854567901234568,0.3102340133022839,0.1033,Slight buy,277,0.2629,0.2713,0.373826714801444,0.0578,2023,-0.0156,0.0349,0.0819,0.0239,0.0183,0.0491,1.0,Slight buy
592626,Joc Pederson,61,0.3143,0.3170731707317073,0.1944444444444444,0.7949,0.1818,0.2453,0.3581967213114754,0.0328,0.3743714285714286,0.3811727166276346,-0.0704,Slight sell,196,0.2544,0.2346,0.3619897959183674,0.0459,2023,-0.0599,-0.0107,0.0038,0.0131,0.023,0.1291,0.0,Slight sell
592663,J. t. Realmuto,102,0.3478,0.265625,0.0833333333333333,0.8279,0.1765,0.2812,0.3377450980392157,0.0294,0.3647285714285714,0.3458791006332291,-0.2429,Sell high,270,0.2778,0.225,0.3368518518518518,0.0333,2023,-0.07,-0.0562,-0.0009,0.0039,0.0081,0.0835,1.0,Strong sell
592669,Hunter Renfroe,120,0.2692,0.3227848101265823,0.0823529411764705,0.8369,0.2917,0.2593,0.36625,0.0583,0.2736785714285714,0.3518783319397993,0.1468,Buy low,288,0.2932,0.251,0.3315972222222222,0.0347,2023,0.024,-0.0083,-0.0347,-0.0236,-0.0144,0.0144,0.0,Strong buy
592696,Eddie Rosario,78,0.2745,0.25,0.1111111111111111,0.7083,0.2308,0.2297,0.2967948717948718,0.0385,0.3544629629629629,0.3653181049457916,0.1232,Buy low,257,0.2919,0.25,0.3348249027237354,0.0506,2023,0.0174,0.0203,0.038,0.0121,0.0685,0.1247,1.0,Strong buy
592885,Christian Yelich,117,0.303,0.3219178082191781,0.0434782608695652,0.7848,0.3,0.2233,0.3055555555555556,0.0256,0.3705797101449275,0.3372884850192543,-0.0232,Neutral,329,0.3529,0.3106,0.4036474164133738,0.0395,2023,0.0499,0.0873,0.0981,0.0139,0.0317,0.1473,,Neutral
593160,Whit Merrifield,85,0.381,0.109375,0.0317460317460317,0.844,0.0,0.32,0.3594117647058824,0.0,0.3254098360655738,0.3169355957767722,-0.4071,Sell high,311,0.3377,0.2986,0.3530546623794212,0.0289,2023,-0.0432,-0.0214,-0.0064,0.0289,-0.0425,0.0054,1.0,Strong sell
593428,Xander Bogaerts,125,0.3214,0.2183098591549295,0.0909090909090909,0.8369,0.2609,0.3084,0.3968,0.048,0.3072643678160919,0.3714132052052052,-0.1153,Slight sell,308,0.2972,0.2473,0.3076298701298701,0.0162,2023,-0.0243,-0.0611,-0.0892,-0.0318,-0.0254,-0.0011,1.0,Slight sell
595281,Kevin Kiermaier,79,0.3585,0.2298850574712643,0.0188679245283018,0.7905,0.0769,0.274,0.3196202531645569,0.0127,0.3459615384615384,0.2937341772151898,-0.2947,Sell high,207,0.3262,0.2717,0.3454106280193236,0.0193,2023,-0.0322,-0.0022,0.0258,0.0067,-0.0259,0.072,0.0,Strong sell
595777,Jurickson Profar,111,0.2571,0.189873417721519,0.0410958904109589,0.8625,0.125,0.2188,0.2914414414414414,0.027,0.3421267605633802,0.3560369730632888,0.2091,Buy low,298,0.2905,0.2481,0.3228187919463087,0.0134,2023,0.0333,0.0293,0.0314,-0.0136,0.0646,0.1234,1.0,Strong buy
595879,Javier Báez,99,0.2958,0.2272727272727272,0.0,0.8318,0.0,0.2333,0.2924242424242424,0.0,0.2859714285714286,0.2578249158249158,0.0209,Neutral,318,0.2679,0.2226,0.2803459119496855,0.022,2023,-0.0279,-0.0107,-0.0121,0.022,-0.0346,0.0526,,Neutral
596019,Francisco Lindor,117,0.2647,0.2432432432432432,0.0833333333333333,0.805,0.1739,0.2178,0.3294871794871795,0.0342,0.3091549295774647,0.3442084795991046,0.1725,Buy low,335,0.2535,0.2423,0.3426865671641791,0.0507,2023,-0.0112,0.0245,0.0132,0.0166,0.0147,0.0913,1.0,Strong buy
596129,Dan Vogelbach,60,0.3636,0.2857142857142857,0.088235294117647,0.8333,0.125,0.2708,0.365,0.0167,0.3075588235294118,0.3468937074829931,-0.3193,Sell high,165,0.25,0.2095,0.2984848484848484,0.0364,2023,-0.1136,-0.0614,-0.0665,0.0197,-0.0181,0.0367,1.0,Strong sell
596146,Max Kepler,72,0.2609,0.2551020408163265,0.1224489795918367,0.8854,0.2143,0.2419,0.3402777777777778,0.0417,0.3281489361702128,0.3846373931623931,0.1907,Buy low,219,0.2411,0.2289,0.3230593607305936,0.0548,2023,-0.0197,-0.0131,-0.0172,0.0131,0.0444,0.0862,0.0,Strong buy
600869,Jeimer Candelario,120,0.2651,0.2386363636363636,0.057471264367816,0.8623,0.129,0.2385,0.3091666666666667,0.0333,0.2976,0.3152813218390805,0.1711,Buy low,299,0.3115,0.2654,0.3879598662207358,0.0401,2023,0.0464,0.0269,0.0788,0.0068,0.0061,0.0591,1.0,Strong buy
602104,Ramón Urías,84,0.3725,0.2268041237113402,0.0769230769230769,0.8421,0.0769,0.274,0.3738095238095238,0.0119,0.3423846153846153,0.3355980652552081,-0.3638,Sell high,186,0.3197,0.2442,0.2991935483870968,0.0161,2023,-0.0529,-0.0298,-0.0746,0.0042,-0.0382,0.0684,1.0,Strong sell
605119,Brian Anderson,112,0.3279,0.1751824817518248,0.1538461538461538,0.7911,0.3125,0.2551,0.340625,0.0446,0.3595873015873015,0.3500965984247234,-0.1483,Sell high,222,0.3016,0.2165,0.2990990990990991,0.018,2023,-0.0263,-0.0386,-0.0415,-0.0266,0.0095,0.1045,1.0,Strong sell
605137,Josh Bell,118,0.2432,0.2364864864864864,0.0933333333333333,0.8414,0.1765,0.2039,0.3088983050847458,0.0254,0.2971351351351351,0.3155586995901231,0.2795,Buy low,275,0.2842,0.2449,0.3181818181818182,0.0291,2023,0.0409,0.041,0.0093,0.0037,0.0067,0.0933,1.0,Strong buy
605141,Mookie Betts,120,0.274,0.2686567164179104,0.0779220779220779,0.9071,0.1905,0.2353,0.3525,0.0333,0.3024675324675324,0.3632402728996277,0.125,Buy low,340,0.2752,0.2892,0.425,0.0676,2023,0.0013,0.0539,0.0725,0.0343,0.0107,0.0672,1.0,Strong buy
605204,J. d. Davis,93,0.3529,0.2672413793103448,0.087719298245614,0.7591,0.4615,0.2892,0.378494623655914,0.0645,0.377625,0.3843552522746071,-0.279,Sell high,286,0.3272,0.247,0.3286713286713286,0.028,2023,-0.0258,-0.0422,-0.0498,-0.0365,0.0059,0.0885,1.0,Strong sell
606115,Orlando Arcia,50,0.3939,0.3166666666666666,0.088235294117647,0.7419,0.4,0.3333,0.434,0.04,0.3646764705882353,0.3720972093023256,-0.4801,Sell high,269,0.3351,0.288,0.3407063197026022,0.0297,2023,-0.0589,-0.0453,-0.0933,-0.0103,-0.0619,0.0313,1.0,Strong sell
606192,Teoscar Hernández,117,0.2424,0.2356687898089172,0.1506849315068493,0.8025,0.35,0.2091,0.2935897435897436,0.0598,0.3751944444444444,0.3687396320525353,0.2787,Buy low,328,0.3474,0.2475,0.3128048780487805,0.0274,2023,0.1049,0.0384,0.0192,-0.0324,0.0751,0.1661,1.0,Strong buy
606466,Ketel Marte,107,0.2716,0.3088235294117647,0.0952380952380952,0.9091,0.1667,0.2525,0.3313084112149533,0.028,0.298855421686747,0.3309754701297226,0.1392,Buy low,333,0.3394,0.308,0.4075075075075074,0.042,2023,0.0678,0.0554,0.0762,0.014,-0.0003,0.0463,1.0,Strong buy
606992,Eric Haase,70,0.3556,0.2317073170731707,0.0222222222222222,0.6923,0.0,0.2462,0.2892857142857143,0.0,0.3442444444444444,0.2771005952380952,-0.2758,Sell high,189,0.2339,0.1778,0.2256613756613756,0.0159,2023,-0.1217,-0.0684,-0.0636,0.0159,-0.0122,0.0981,1.0,Strong sell
607043,Brandon Nimmo,116,0.3718,0.364963503649635,0.0617283950617283,0.8467,0.1538,0.3298,0.4017241379310345,0.0172,0.3668205128205128,0.3948642109233844,-0.3602,Sell high,350,0.2829,0.2328,0.3309999999999999,0.0371,2023,-0.0889,-0.097,-0.0707,0.0199,-0.0069,0.037,1.0,Strong sell
607054,Jace Peterson,88,0.2642,0.1487603305785124,0.0555555555555555,0.9008,0.0476,0.2,0.2772727272727273,0.0114,0.2957169811320754,0.3028815790206453,0.1762,Buy low,236,0.2838,0.2271,0.2925847457627119,0.0212,2023,0.0196,0.0271,0.0153,0.0098,0.0256,0.0957,1.0,Strong buy
607208,Trea Turner,130,0.3371,0.2287581699346405,0.0329670329670329,0.7534,0.0714,0.256,0.293076923076923,0.0154,0.3224615384615384,0.2907298461794615,-0.1866,Sell high,337,0.2915,0.2347,0.3123145400593471,0.0237,2023,-0.0456,-0.0213,0.0192,0.0084,-0.0023,0.0665,0.0,Strong sell
