year,batter,name,signal,luck_score,april_woba,april_xwoba,outcome_woba,woba_change,outcome,correct,april_pa,outcome_pa
2022,656305,Matt Chapman,NEUTRAL,-0.006,0.32988505747126434,0.31167208155446086,0.3589655172413793,0.029080459770114975,IMPROVED,False,87,290
2022,596019,Francisco Lindor,NEUTRAL,-0.0063,0.3742424242424242,0.357326923230266,0.35334302325581396,-0.02089940098661025,DECLINED,False,99,344
2022,621043,Carlos Correa,NEUTRAL,-0.0078,0.28353658536585363,0.2959963433728952,0.3594117647058824,0.07587517934002874,IMPROVED,False,82,255
2022,624413,Pete Alonso,NEUTRAL,-0.0101,0.33210526315789474,0.3125725558892343,0.39221556886227543,0.060110305704380695,IMPROVED,False,95,334
2022,542583,Jesús Aguilar,NEUTRAL,-0.0104,0.2975609756097561,0.29591902464579134,0.30866013071895426,0.011099155109198178,FLAT,False,82,306
2022,623993,Anthony Santander,NEUTRAL,-0.0107,0.3793103448275862,0.3565711485753289,0.35032154340836014,-0.02898880141922605,DECLINED,False,87,311
2022,660271,Shohei Ohtani,NEUTRAL,-0.0111,0.3294736842105263,0.301127208477027,0.3749244712990936,0.04545078708856731,IMPROVED,False,95,331
2022,666971,Lourdes Gurriel Jr.,NEUTRAL,-0.012,0.3382022471910113,0.3320745062354316,0.3587813620071684,0.02057911481615715,IMPROVED,False,89,279
2022,643393,Tony Kemp,NEUTRAL,-0.015,0.31,0.3093490534722222,0.2613553113553113,-0.04864468864468868,DECLINED,False,80,273
2022,669242,Tommy Edman,NEUTRAL,-0.0155,0.38414634146341464,0.37313842832917915,0.29583333333333334,-0.0883130081300813,DECLINED,False,82,348
2022,677594,Julio Rodríguez,NEUTRAL,-0.0155,0.26049382716049385,0.2546503077380952,0.38613707165109035,0.1256432444905965,IMPROVED,False,81,321
2022,571657,Kyle Farmer,NEUTRAL,-0.0159,0.31158536585365854,0.30253832539864584,0.32080152671755724,0.009216160863898704,FLAT,False,82,262
2022,664034,Ty France,NEUTRAL,-0.0184,0.41510416666666666,0.4082077632257007,0.36883561643835616,-0.0462685502283105,DECLINED,False,96,292
2022,519317,Giancarlo Stanton,NEUTRAL,-0.0187,0.3102409638554217,0.35548075946542945,0.3636178861788618,0.0533769223234401,IMPROVED,False,83,246
2022,656582,Connor Joe,NEUTRAL,-0.0199,0.36935483870967745,0.35412334536050455,0.3211290322580645,-0.04822580645161295,DECLINED,False,93,310
2022,543068,C.J. Cron,NEUTRAL,-0.0202,0.3994252873563218,0.37613652392344504,0.3588588588588589,-0.04056642849746295,DECLINED,False,87,333
2022,607208,Trea Turner,NEUTRAL,-0.0215,0.32823529411764707,0.30982693055555555,0.38684210526315793,0.05860681114551086,IMPROVED,False,85,361
2022,642731,Thairo Estrada,NEUTRAL,-0.0219,0.30952380952380953,0.26209820055658967,0.3416988416988417,0.03217503217503215,IMPROVED,False,84,259
2022,518934,DJ LeMahieu,NEUTRAL,-0.0223,0.3908536585365853,0.38626735394317024,0.374922600619195,-0.0159310579173903,DECLINED,False,82,323
2022,543063,Brandon Crawford,NEUTRAL,-0.0234,0.3060240963855422,0.2860344972568023,0.2898989898989899,-0.0161251064865523,DECLINED,False,83,198
2022,621020,Dansby Swanson,NEUTRAL,-0.0255,0.28719512195121955,0.2823848359201774,0.386,0.09880487804878046,IMPROVED,False,82,350
2022,621566,Matt Olson,SLIGHT_SELL,-0.0263,0.3790816326530612,0.3890389402480537,0.3546478873239437,-0.024433745329117518,DECLINED,True,98,355
2022,514917,César Hernández,SLIGHT_SELL,-0.0278,0.29705882352941176,0.28286728338001865,0.28152492668621704,-0.015533896843194728,DECLINED,True,102,341
2022,592669,Hunter Renfroe,SLIGHT_SELL,-0.0317,0.335,0.2987070059951947,0.354,0.01899999999999996,IMPROVED,False,80,200
2022,596748,Maikel Franco,SLIGHT_SELL,-0.0322,0.32142857142857145,0.3042418033052219,0.25375939849624063,-0.06766917293233082,DECLINED,True,91,266
2022,608070,José Ramírez,SLIGHT_SELL,-0.0376,0.4683333333333333,0.3981386644877662,0.3720543806646526,-0.09627895266868075,DECLINED,True,90,331
2022,543807,George Springer,SELL_HIGH,-0.0419,0.405,0.3467723333838813,0.33976109215017064,-0.06523890784982939,DECLINED,True,90,293
2022,592206,Nick Castellanos,SELL_HIGH,-0.0431,0.37967032967032965,0.3675426026632495,0.2842342342342343,-0.09543609543609538,DECLINED,True,91,333
2022,502671,Paul Goldschmidt,SELL_HIGH,-0.044,0.3431818181818182,0.30852895797021274,0.4657575757575757,0.1225757575757575,IMPROVED,False,88,330
2022,668227,Randy Arozarena,SELL_HIGH,-0.0494,0.2716049382716049,0.19991907407407408,0.3455927051671733,0.07398776689556835,IMPROVED,False,81,329
2022,500871,Eduardo Escobar,SELL_HIGH,-0.0499,0.35384615384615387,0.3064213171667657,0.2738983050847458,-0.07994784876140809,DECLINED,True,91,295
2022,592663,J.T. Realmuto,SELL_HIGH,-0.0533,0.3426829268292683,0.3073651592962612,0.3447080291970803,0.002025102367812004,FLAT,False,82,274
2022,669720,Austin Hays,SELL_HIGH,-0.0546,0.3911764705882353,0.3330547966447816,0.33122977346278315,-0.05994669712545214,DECLINED,True,85,309
2022,641857,Ryan McMahon,SELL_HIGH,-0.0576,0.3765432098765432,0.3640938752267552,0.30373376623376624,-0.07280944364277697,DECLINED,True,81,308
2022,663993,Nathaniel Lowe,SELL_HIGH,-0.0643,0.35402298850574715,0.3138932906976744,0.3415841584158416,-0.01243883008990554,FLAT,False,87,303
2022,673548,Seiya Suzuki,SELL_HIGH,-0.0645,0.4160714285714286,0.3527217966765201,0.31856287425149704,-0.09750855431993155,DECLINED,True,84,167
2022,641487,J.P. Crawford,SELL_HIGH,-0.0693,0.4398876404494382,0.3778369239479019,0.29078947368421054,-0.14909816676522764,DECLINED,True,89,304
2022,605137,Josh Bell,SELL_HIGH,-0.0758,0.4393258426966292,0.3839762993122889,0.3734782608695652,-0.06584758182706402,DECLINED,True,89,345
2022,663647,Ke'Bryan Hayes,SELL_HIGH,-0.0759,0.3876543209876543,0.3581210040960452,0.28908227848101264,-0.09857204250664164,DECLINED,True,81,316
2022,664702,Myles Straw,SELL_HIGH,-0.0871,0.3564516129032258,0.27736206451612905,0.2529411764705883,-0.10351043643263752,DECLINED,True,93,306
2022,593428,Xander Bogaerts,SELL_HIGH,-0.0997,0.40406976744186046,0.3434688976105494,0.3701515151515152,-0.033918252290345285,DECLINED,True,86,330
2022,592518,Manny Machado,SELL_HIGH,-0.1021,0.46263157894736845,0.3710618184191695,0.3642617449664429,-0.09836983398092553,DECLINED,True,95,298
2022,571448,Nolan Arenado,SELL_HIGH,-0.1024,0.4722222222222222,0.3601195774971352,0.3534700315457413,-0.1187521906764809,DECLINED,True,81,317
2022,543333,Eric Hosmer,SELL_HIGH,-0.1112,0.4518518518518519,0.3575775978438228,0.29791666666666666,-0.15393518518518523,DECLINED,True,81,288
2023,647304,Josh Naylor,BUY_LOW,0.0847,0.265625,0.36762626393622977,0.3961016949152542,0.1304766949152542,IMPROVED,True,96,295
2023,663624,Ryan Mountcastle,BUY_LOW,0.078,0.3008,0.38999751540490213,0.3286111111111111,0.027811111111111064,IMPROVED,True,125,180
2023,643393,Tony Kemp,BUY_LOW,0.0746,0.2232323232323232,0.2913854493314567,0.3051162790697674,0.0818839558374442,IMPROVED,True,99,215
2023,649557,Aledmys Díaz,BUY_LOW,0.0731,0.2247311827956989,0.280835408021273,0.2738993710691824,0.04916818827348349,IMPROVED,True,93,159
2023,671277,Luis García Jr.,BUY_LOW,0.0658,0.27499999999999997,0.33143162870589005,0.2985759493670886,0.023575949367088622,IMPROVED,True,88,316
2023,608324,Alex Bregman,BUY_LOW,0.0656,0.33543307086614177,0.3694519524075863,0.3489795918367347,0.013546520970592946,FLAT,False,127,343
2023,516416,Jean Segura,BUY_LOW,0.0504,0.2094736842105263,0.2799255932678822,0.27813852813852813,0.06866484392800182,IMPROVED,True,95,231
2023,624585,Jorge Soler,BUY_LOW,0.05,0.3299065420560747,0.3682662485797061,0.36527777777777776,0.03537123572170303,IMPROVED,True,107,324
2023,646240,Rafael Devers,BUY_LOW,0.05,0.3532520325203252,0.3778235231217486,0.3672077922077922,0.013955759687466984,FLAT,False,123,308
2023,606192,Teoscar Hernández,BUY_LOW,0.0496,0.2935897435897436,0.3401391933110436,0.31185410334346503,0.018264359753721426,IMPROVED,True,117,329
2023,650402,Gleyber Torres,BUY_LOW,0.0491,0.34598214285714285,0.37359048115827426,0.32075757575757574,-0.025224567099567108,DECLINED,False,112,330
2023,543807,George Springer,BUY_LOW,0.049,0.2779166666666667,0.32498403627722855,0.34009146341463414,0.06217479674796744,IMPROVED,True,120,328
2023,671213,Triston Casas,BUY_LOW,0.0485,0.2668478260869565,0.28713321404682274,0.40197628458498025,0.13512845849802374,IMPROVED,True,92,253
2023,677950,Alek Thomas,BUY_LOW,0.0484,0.27634408602150534,0.3395603770775384,0.32934782608695656,0.05300374006545122,IMPROVED,True,93,138
2023,663647,Ke'Bryan Hayes,BUY_LOW,0.0468,0.2924369747899159,0.3520058175193401,0.30952380952380953,0.017086834733893608,IMPROVED,True,119,189
2023,665742,Juan Soto,BUY_LOW,0.0461,0.33769841269841266,0.38320638024576376,0.4296511627906977,0.09195275009228504,IMPROVED,True,126,344
2023,679529,Spencer Torkelson,BUY_LOW,0.046,0.2697247706422018,0.32265042621913376,0.33505917159763315,0.06533440095543136,IMPROVED,True,109,338
2023,621043,Carlos Correa,BUY_LOW,0.0432,0.2816037735849057,0.29152662315828526,0.32103559870550163,0.039431825120595954,IMPROVED,True,106,309
2023,686681,Michael Massey,BUY_LOW,0.0412,0.1685185185185185,0.239492142785764,0.3253926701570681,0.15687415163854956,IMPROVED,True,81,191
2023,676475,Alec Burleson,BUY_LOW,0.0404,0.31896551724137934,0.3371952424204149,0.3020408163265306,-0.01692470091484871,DECLINED,False,87,147
2023,665489,Vladimir Guerrero Jr.,SLIGHT_BUY,0.0397,0.3862204724409449,0.43210140861724017,0.336280487804878,-0.04993998463606686,DECLINED,False,127,328
2023,650859,Luis Rengifo,SLIGHT_BUY,0.0396,0.29464285714285715,0.33157794541778973,0.3382222222222222,0.04357936507936505,IMPROVED,True,84,225
2023,677951,Bobby Witt Jr.,SLIGHT_BUY,0.0392,0.2862903225806452,0.30860619620079255,0.3460843373493976,0.0597940147687524,IMPROVED,True,124,332
2023,543939,Kolten Wong,SLIGHT_BUY,0.0387,0.22937500000000002,0.26566935555555554,0.22463235294117648,-0.004742647058823546,FLAT,False,80,136
2023,542932,Jon Berti,SLIGHT_BUY,0.0366,0.2870967741935484,0.32719211175359886,0.3359605911330049,0.04886381693945652,IMPROVED,True,93,203
2023,665155,Nick Maton,SLIGHT_BUY,0.0356,0.2789473684210526,0.26522219926203744,0.2796610169491525,0.0007136485280999083,FLAT,False,95,177
2023,516782,Starling Marte,SLIGHT_BUY,0.0345,0.284375,0.3287483378419217,0.29261603375527423,0.00824103375527424,FLAT,False,96,237
2023,663656,Kyle Tucker,SLIGHT_BUY,0.0337,0.38361344537815123,0.42883594597375785,0.38547400611620797,0.001860560738056738,FLAT,False,119,327
2023,624413,Pete Alonso,SLIGHT_BUY,0.0304,0.38448275862068965,0.4005502567732111,0.3411864406779661,-0.04329631794272354,DECLINED,False,116,295
2023,621493,Taylor Ward,SLIGHT_BUY,0.0289,0.3031746031746032,0.32523094488623094,0.3543859649122807,0.051211361737677485,IMPROVED,True,126,285
2023,642708,Amed Rosario,SLIGHT_BUY,0.0273,0.25817307692307695,0.3030147042751446,0.33338658146964856,0.07521350454657161,IMPROVED,True,104,313
2023,669004,MJ Melendez,SLIGHT_BUY,0.0267,0.27,0.3110343163860472,0.30562913907284767,0.03562913907284765,IMPROVED,True,105,302
2023,686469,Vinnie Pasquantino,SLIGHT_BUY,0.0259,0.37768595041322317,0.3979433614323523,0.29100719424460436,-0.08667875616861881,DECLINED,False,121,139
2023,518692,Freddie Freeman,SLIGHT_BUY,0.0254,0.366412213740458,0.39938700602920923,0.4449712643678161,0.07855905062735807,IMPROVED,True,131,348
2023,608070,José Ramírez,SLIGHT_BUY,0.0248,0.358,0.3711555657307977,0.37455357142857143,0.016553571428571445,IMPROVED,True,125,336
2023,656941,Kyle Schwarber,SLIGHT_BUY,0.0242,0.33252032520325203,0.34361273189196856,0.3248579545454545,-0.007662370657797513,FLAT,False,123,352
2023,571970,Max Muncy,SLIGHT_BUY,0.0235,0.437378640776699,0.4281400745170667,0.32897727272727273,-0.1084013680494263,DECLINED,False,103,264
2023,624428,Adam Frazier,SLIGHT_BUY,0.0232,0.30494505494505497,0.3083598454878455,0.3340080971659919,0.02906304222093692,IMPROVED,True,91,247
2023,595777,Jurickson Profar,SLIGHT_BUY,0.0211,0.29144144144144146,0.3151190650262019,0.32173913043478264,0.030297688993341176,IMPROVED,True,111,299
2023,605137,Josh Bell,SLIGHT_BUY,0.021,0.3088983050847458,0.31024707628764997,0.3170289855072464,0.008130680422500591,FLAT,False,118,276
2023,462101,Elvis Andrus,NEUTRAL,0.0179,0.24473684210526314,0.2550109342500395,0.2787234042553191,0.033986562150055966,IMPROVED,False,114,141
2023,605141,Mookie Betts,NEUTRAL,0.0178,0.3525,0.3353016502805801,0.425,0.07250000000000001,IMPROVED,False,120,340
2023,645277,Ozzie Albies,NEUTRAL,0.0178,0.34234234234234234,0.34233337246797385,0.35,0.007657657657657635,FLAT,False,111,336
2023,669221,Sean Murphy,NEUTRAL,0.017,0.41302083333333334,0.44680851608120026,0.3805045871559633,-0.032516246177370034,DECLINED,False,96,218
2023,665828,Oswaldo Cabrera,NEUTRAL,0.0165,0.22527472527472528,0.23853909821057012,0.2854838709677419,0.060209145693016636,IMPROVED,False,91,124
2023,663757,Trent Grisham,NEUTRAL,0.0164,0.3236842105263158,0.34876736594188396,0.32148014440433215,-0.00220406612198365,FLAT,False,114,277
2023,622534,Manuel Margot,NEUTRAL,0.0163,0.28493975903614455,0.2908866123646798,0.3177142857142857,0.03277452667814118,IMPROVED,False,83,175
2023,663993,Nathaniel Lowe,NEUTRAL,0.0163,0.3532258064516129,0.3753298925789068,0.38181818181818183,0.028592375366568945,IMPROVED,False,124,352
2023,543068,C.J. Cron,NEUTRAL,0.0154,0.3179611650485437,0.3355984936242766,0.3472222222222222,0.029261057173678495,IMPROVED,False,103,126
2023,630105,Jake Cronenworth,NEUTRAL,0.0152,0.31652173913043474,0.33214081587294103,0.30140625,-0.015115489130434756,DECLINED,False,115,320
2023,502671,Paul Goldschmidt,NEUTRAL,0.0147,0.39841269841269844,0.4405153019212845,0.35754437869822486,-0.04086831971447358,DECLINED,False,126,338
2023,650490,Yandy Díaz,NEUTRAL,0.0137,0.4247787610619469,0.4337306761033523,0.38405017921146956,-0.04072858185047734,DECLINED,False,113,279
2023,683002,Gunnar Henderson,NEUTRAL,0.0133,0.31902173913043474,0.32442256366181044,0.36365248226950353,0.044630743139068785,IMPROVED,False,92,282
2023,596019,Francisco Lindor,NEUTRAL,0.0131,0.3294871794871795,0.3169073443533372,0.3426865671641791,0.01319938767699963,FLAT,False,117,335
2023,673357,Luis Robert Jr.,NEUTRAL,0.0129,0.2965217391304348,0.2965563113317755,0.4174382716049383,0.12091653247450351,IMPROVED,False,115,324
2023,666182,Bo Bichette,NEUTRAL,0.0128,0.370703125,0.39280101354161845,0.37739130434782603,0.0066881793478260065,FLAT,False,128,345
2023,677594,Julio Rodríguez,NEUTRAL,0.0127,0.3365853658536585,0.3362356705604777,0.33530259365994236,-0.0012827721937161418,FLAT,False,123,347
2023,664774,LaMonte Wade Jr.,NEUTRAL,0.0124,0.4228723404255319,0.43273761846795306,0.3458333333333333,-0.07703900709219857,DECLINED,False,94,264
2023,457759,Justin Turner,NEUTRAL,0.0123,0.35000000000000003,0.3561937096257617,0.37866242038216563,0.0286624203821656,IMPROVED,False,127,314
2023,592192,Mark Canha,NEUTRAL,0.012,0.307,0.30239671592519074,0.3324390243902439,0.025439024390243925,IMPROVED,False,100,205
2023,662139,Daulton Varsho,NEUTRAL,0.0116,0.27543859649122804,0.2804511334857798,0.29027777777777775,0.014839181286549707,FLAT,False,114,288
2023,673490,Ha-Seong Kim,NEUTRAL,0.0115,0.2826530612244898,0.28265379943525704,0.40184563758389263,0.11919257635940284,IMPROVED,False,98,298
2023,660688,Keibert Ruiz,NEUTRAL,0.0112,0.3434343434343434,0.35645477912509865,0.2870229007633588,-0.056411442670984635,DECLINED,False,99,262
2023,592450,Aaron Judge,NEUTRAL,0.0111,0.3819444444444444,0.4033503126410835,0.534322033898305,0.1523775894538606,IMPROVED,False,108,118
2023,669127,Shea Langeliers,NEUTRAL,0.0111,0.3193877551020408,0.3148613276993181,0.2705882352941177,-0.04879951980792313,DECLINED,False,98,238
2023,457705,Andrew McCutchen,NEUTRAL,0.0102,0.35324074074074074,0.3684912575325657,0.3494094488188976,-0.0038312919218431163,FLAT,False,108,254
2023,664034,Ty France,NEUTRAL,0.0095,0.3233050847457627,0.327437044726313,0.30327102803738315,-0.020034056708379544,DECLINED,False,118,321
2023,668939,Adley Rutschman,NEUTRAL,0.0083,0.3791338582677165,0.3997799579198085,0.33975155279503105,-0.03938230547268545,DECLINED,False,127,322
2023,607054,Jace Peterson,NEUTRAL,0.0077,0.2772727272727273,0.2918016203959367,0.2925847457627119,0.015312018489984591,IMPROVED,False,88,236
2023,623993,Anthony Santander,NEUTRAL,0.0069,0.2803738317757009,0.29396496408508194,0.3715151515151515,0.09114131973945061,IMPROVED,False,107,330
2023,572233,Christian Walker,NEUTRAL,0.0062,0.3054054054054054,0.3071129250130285,0.38644578313253014,0.08104037772712475,IMPROVED,False,111,332
2023,660271,Shohei Ohtani,NEUTRAL,0.0055,0.3951612903225806,0.40150672331007836,0.46824712643678157,0.07308583611420094,IMPROVED,False,124,348
2023,606466,Ketel Marte,NEUTRAL,0.0049,0.3282407407407408,0.31742684517523784,0.40750750750750747,0.0792667667667667,IMPROVED,False,108,333
2023,592885,Christian Yelich,NEUTRAL,0.0037,0.3055555555555556,0.321373656399289,0.40364741641337387,0.09809186085781829,IMPROVED,False,117,329
2023,592518,Manny Machado,NEUTRAL,0.0035,0.2919491525423729,0.27118912458685906,0.373826714801444,0.08187756225907111,IMPROVED,False,118,277
2023,680757,Steven Kwan,NEUTRAL,0.0033,0.31769230769230766,0.3149151953125,0.3393767705382436,0.021684462845935948,IMPROVED,False,130,353
2023,641680,Jonah Heim,NEUTRAL,0.0026,0.4084269662921349,0.4354015534376019,0.34059040590405903,-0.06783656038807584,DECLINED,False,89,271
2023,547989,José Abreu,NEUTRAL,0.0025,0.26333333333333336,0.2736412286555557,0.31719745222929935,0.053864118895965984,IMPROVED,False,120,314
