player_name,mlbam_id,year,signal,luck_score,woba_actual,xwoba_actual,predicted_direction,actual_woba_change,outcome,in_eval,correct
ID_621043,621043,2022,Slight sell,-0.0858,0.2835,0.296,DECLINED,0.0759,IMPROVED,True,False
ID_621566,621566,2022,Sell high,-0.1667,0.3791,0.389,DECLINED,-0.0244,DECLINED,True,True
ID_623993,623993,2022,Neutral,0.091,0.3793,0.3566,,-0.029,DECLINED,False,
ID_624413,624413,2022,Neutral,0.0574,0.3321,0.3126,,0.0601,IMPROVED,False,
ID_624428,624428,2022,Neutral,0.0466,0.2832,0.2952,,0.0018,FLAT,False,
ID_624585,624585,2022,Buy low,0.3084,0.2864,0.3112,IMPROVED,0.0391,IMPROVED,True,True
ID_630105,630105,2022,Neutral,0.1172,0.333,0.3409,,-0.0008,FLAT,False,
ID_641355,641355,2022,Buy low,0.1774,0.3069,0.3135,IMPROVED,-0.016,DECLINED,True,False
ID_641487,641487,2022,Sell high,-0.3872,0.4399,0.3778,DECLINED,-0.1491,DECLINED,True,True
ID_641820,641820,2022,Slight buy,0.0764,0.2726,0.3736,IMPROVED,0.0962,IMPROVED,True,True
ID_641857,641857,2022,Neutral,-0.0644,0.3765,0.3641,,-0.0728,DECLINED,False,
ID_641933,641933,2022,Buy low,0.4128,0.2524,0.2967,IMPROVED,0.0616,IMPROVED,True,True
ID_642708,642708,2022,Buy low,0.2638,0.2494,0.2957,IMPROVED,0.0982,IMPROVED,True,True
ID_642715,642715,2022,Slight buy,0.0905,0.3468,0.3914,IMPROVED,-0.0202,DECLINED,True,False
ID_642731,642731,2022,Neutral,0.0138,0.3095,0.2621,,0.0322,IMPROVED,False,
ID_643393,643393,2022,Slight sell,-0.0948,0.31,0.3093,DECLINED,-0.0486,DECLINED,True,True
ID_645277,645277,2022,Buy low,0.1977,0.3327,0.3458,IMPROVED,-0.0402,DECLINED,True,False
ID_646240,646240,2022,Neutral,0.104,0.341,0.3494,,0.1066,IMPROVED,False,
ID_656305,656305,2022,Neutral,0.0734,0.3299,0.3117,,0.0291,IMPROVED,False,
ID_656555,656555,2022,Buy low,0.1539,0.2983,0.3272,IMPROVED,0.0741,IMPROVED,True,True
ID_656582,656582,2022,Neutral,-0.0671,0.3694,0.3541,,-0.0482,DECLINED,False,
ID_656775,656775,2022,Neutral,0.051,0.2995,0.3218,,0.0223,IMPROVED,False,
ID_656941,656941,2022,Buy low,0.4875,0.3076,0.3165,IMPROVED,0.0453,IMPROVED,True,True
ID_657077,657077,2022,Buy low,0.3665,0.2844,0.3408,IMPROVED,0.0319,IMPROVED,True,True
ID_660271,660271,2022,Buy low,0.211,0.3295,0.3011,IMPROVED,0.0455,IMPROVED,True,True
ID_662139,662139,2022,Neutral,0.0498,0.3299,0.343,,-0.0051,FLAT,False,
ID_663586,663586,2022,Neutral,0.0542,0.4027,0.4474,,0.0116,FLAT,False,
ID_663624,663624,2022,Buy low,0.2374,0.2719,0.3683,IMPROVED,0.0563,IMPROVED,True,True
ID_663647,663647,2022,Sell high,-0.4458,0.3877,0.3581,DECLINED,-0.0986,DECLINED,True,True
ID_663656,663656,2022,Buy low,0.5351,0.3145,0.4127,IMPROVED,0.0344,IMPROVED,True,True
ID_663757,663757,2022,Buy low,0.396,0.2465,0.2867,IMPROVED,0.0485,IMPROVED,True,True
ID_663993,663993,2022,Sell high,-0.2336,0.354,0.3139,DECLINED,-0.0124,FLAT,False,
ID_664034,664034,2022,Slight sell,-0.1016,0.4151,0.4082,DECLINED,-0.0463,DECLINED,True,True
ID_664702,664702,2022,Sell high,-0.4019,0.3565,0.2774,DECLINED,-0.1035,DECLINED,True,True
ID_665161,665161,2022,Neutral,0.0739,0.3645,0.3634,,-0.0295,DECLINED,False,
ID_665489,665489,2022,Buy low,0.1818,0.383,0.4229,IMPROVED,-0.0141,FLAT,False,
ID_665742,665742,2022,Buy low,0.4197,0.3725,0.4119,IMPROVED,0.0219,IMPROVED,True,True
ID_666182,666182,2022,Buy low,0.4022,0.2464,0.3087,IMPROVED,0.0989,IMPROVED,True,True
ID_666185,666185,2022,Buy low,0.2146,0.2315,0.2233,IMPROVED,0.1245,IMPROVED,True,True
ID_666969,666969,2022,Buy low,0.313,0.2977,0.3175,IMPROVED,0.0394,IMPROVED,True,True
ID_666971,666971,2022,Neutral,0.0202,0.3382,0.3321,,0.0206,IMPROVED,False,
ID_668227,668227,2022,Neutral,0.0966,0.2716,0.1999,,0.074,IMPROVED,False,
ID_668804,668804,2022,Buy low,0.3116,0.2963,0.3164,IMPROVED,0.0703,IMPROVED,True,True
ID_669221,669221,2022,Neutral,0.0504,0.3137,0.3026,,0.0134,FLAT,False,
ID_669242,669242,2022,Neutral,-0.0678,0.3841,0.3731,,-0.0883,DECLINED,False,
ID_669720,669720,2022,Sell high,-0.1716,0.3912,0.3331,DECLINED,-0.0599,DECLINED,True,True
ID_673548,673548,2022,Sell high,-0.1648,0.4161,0.3527,DECLINED,-0.0975,DECLINED,True,True
ID_677551,677551,2022,Neutral,0.0396,0.3943,0.4026,,-0.1236,DECLINED,False,
ID_677594,677594,2022,Neutral,-0.0792,0.2605,0.2547,,0.1256,IMPROVED,False,
ID_453568,453568,2023,Buy low,0.1627,0.3551,0.3534,IMPROVED,-0.0259,DECLINED,True,False
ID_457705,457705,2023,Neutral,0.0325,0.3532,0.3685,,-0.0038,FLAT,False,
ID_457759,457759,2023,Neutral,0.0703,0.35,0.3562,,0.0287,IMPROVED,False,
ID_462101,462101,2023,Buy low,0.1574,0.2447,0.255,IMPROVED,0.034,IMPROVED,True,True
ID_467793,467793,2023,Sell high,-0.3162,0.354,0.3335,DECLINED,-0.0355,DECLINED,True,True
ID_502110,502110,2023,Neutral,0.0095,0.3652,0.376,,0.0049,FLAT,False,
ID_502671,502671,2023,Neutral,0.0058,0.3984,0.4405,,-0.0409,DECLINED,False,
ID_516416,516416,2023,Buy low,0.286,0.2095,0.2799,IMPROVED,0.0687,IMPROVED,True,True
ID_516782,516782,2023,Buy low,0.1855,0.2844,0.3287,IMPROVED,0.0082,FLAT,False,
ID_518692,518692,2023,Slight buy,0.1422,0.3664,0.3994,IMPROVED,0.0786,IMPROVED,True,True
ID_518735,518735,2023,Sell high,-0.1556,0.3441,0.2875,DECLINED,-0.0375,DECLINED,True,True
ID_518934,518934,2023,Slight sell,-0.1102,0.329,0.3295,DECLINED,-0.037,DECLINED,True,True
ID_519203,519203,2023,Slight sell,-0.1374,0.3685,0.3523,DECLINED,-0.0646,DECLINED,True,True
ID_521692,521692,2023,Neutral,0.0828,0.3255,0.3305,,-0.0228,DECLINED,False,
ID_527038,527038,2023,Neutral,0.0286,0.3438,0.3135,,0.0554,IMPROVED,False,
ID_542932,542932,2023,Slight buy,0.1427,0.2871,0.3272,IMPROVED,0.0489,IMPROVED,True,True
ID_543068,543068,2023,Buy low,0.3238,0.318,0.3356,IMPROVED,0.0293,IMPROVED,True,True
ID_543257,543257,2023,Neutral,-0.0098,0.3374,0.2969,,-0.0464,DECLINED,False,
ID_543760,543760,2023,Neutral,0.0592,0.3705,0.3046,,-0.0173,DECLINED,False,
ID_543807,543807,2023,Buy low,0.4425,0.2779,0.325,IMPROVED,0.0622,IMPROVED,True,True
ID_543939,543939,2023,Buy low,0.152,0.2294,0.2657,IMPROVED,-0.0047,FLAT,False,
ID_545361,545361,2023,Sell high,-0.2986,0.4246,0.4026,DECLINED,-0.0712,DECLINED,True,True
ID_547989,547989,2023,Neutral,0.0884,0.2633,0.2736,,0.0539,IMPROVED,False,
ID_553869,553869,2023,Sell high,-0.3262,0.3815,0.3252,DECLINED,-0.0626,DECLINED,True,True
ID_553993,553993,2023,Neutral,-0.0583,0.3058,0.311,,0.0106,FLAT,False,
ID_570482,570482,2023,Slight sell,-0.148,0.3,0.2663,DECLINED,0.0344,IMPROVED,True,False
ID_571448,571448,2023,Neutral,0.107,0.2731,0.2668,,0.1248,IMPROVED,False,
ID_571771,571771,2023,Slight sell,-0.1192,0.3218,0.273,DECLINED,-0.07,DECLINED,True,True
ID_571970,571970,2023,Neutral,0.0743,0.4374,0.4281,,-0.1084,DECLINED,False,
ID_572191,572191,2023,Sell high,-0.2418,0.3188,0.2809,DECLINED,-0.0284,DECLINED,True,True
ID_572233,572233,2023,Buy low,0.178,0.3054,0.3071,IMPROVED,0.081,IMPROVED,True,True
ID_573262,573262,2023,Sell high,-0.4568,0.375,0.3195,DECLINED,-0.0745,DECLINED,True,True
ID_575929,575929,2023,Neutral,0.007,0.3471,0.3679,,0.0088,FLAT,False,
ID_592178,592178,2023,Neutral,0.041,0.3649,0.3227,,-0.0499,DECLINED,False,
ID_592192,592192,2023,Neutral,0.0545,0.307,0.3024,,0.0254,IMPROVED,False,
ID_592206,592206,2023,Sell high,-0.4207,0.3951,0.3548,DECLINED,-0.075,DECLINED,True,True
ID_592273,592273,2023,Neutral,-0.0302,0.3132,0.3056,,0.0604,IMPROVED,False,
ID_592450,592450,2023,Buy low,0.3294,0.3819,0.4034,IMPROVED,0.1524,IMPROVED,True,True
ID_592518,592518,2023,Buy low,0.2926,0.2919,0.2712,IMPROVED,0.0819,IMPROVED,True,True
ID_592663,592663,2023,Neutral,-0.0752,0.3377,0.3166,,-0.0009,FLAT,False,
ID_592669,592669,2023,Neutral,0.0492,0.3663,0.298,,-0.0347,DECLINED,False,
ID_592885,592885,2023,Neutral,0.0548,0.3056,0.3214,,0.0981,IMPROVED,False,
ID_593160,593160,2023,Sell high,-0.4075,0.3594,0.3169,DECLINED,-0.0064,FLAT,False,
ID_593428,593428,2023,Neutral,-0.0006,0.3968,0.3493,,-0.0902,DECLINED,False,
ID_595777,595777,2023,Buy low,0.4595,0.2914,0.3151,IMPROVED,0.0303,IMPROVED,True,True
ID_595879,595879,2023,Slight sell,-0.1165,0.2924,0.2533,DECLINED,-0.0121,FLAT,False,
ID_596019,596019,2023,Buy low,0.2142,0.3295,0.3169,IMPROVED,0.0132,FLAT,False,
ID_600869,600869,2023,Neutral,0.0133,0.3092,0.2998,,0.0788,IMPROVED,False,
ID_602104,602104,2023,Sell high,-0.3662,0.3738,0.3175,DECLINED,-0.0746,DECLINED,True,True
ID_605119,605119,2023,Sell high,-0.1942,0.3406,0.3367,DECLINED,-0.0415,DECLINED,True,True
ID_605137,605137,2023,Buy low,0.2483,0.3089,0.3102,IMPROVED,0.0081,FLAT,False,
ID_605141,605141,2023,Buy low,0.2727,0.3525,0.3353,IMPROVED,0.0725,IMPROVED,True,True
ID_605204,605204,2023,Sell high,-0.3871,0.3745,0.3301,DECLINED,-0.0481,DECLINED,True,True
ID_606192,606192,2023,Buy low,0.3254,0.2936,0.3401,IMPROVED,0.0183,IMPROVED,True,True
ID_606466,606466,2023,Buy low,0.2302,0.3282,0.3174,IMPROVED,0.0793,IMPROVED,True,True
ID_607043,607043,2023,Sell high,-0.3859,0.4017,0.3934,DECLINED,-0.0717,DECLINED,True,True
ID_607054,607054,2023,Neutral,0.0352,0.2773,0.2918,,0.0153,IMPROVED,False,
ID_607208,607208,2023,Buy low,0.1751,0.2908,0.2725,IMPROVED,0.0215,IMPROVED,True,True
ID_608070,608070,2023,Neutral,0.115,0.358,0.3712,,0.0166,IMPROVED,False,
ID_608324,608324,2023,Buy low,0.3732,0.3354,0.3695,IMPROVED,0.0135,FLAT,False,
ID_608841,608841,2023,Slight sell,-0.1214,0.3085,0.3162,DECLINED,0.0262,IMPROVED,True,False
ID_621020,621020,2023,Sell high,-0.2867,0.3534,0.3577,DECLINED,-0.0131,FLAT,False,
ID_621043,621043,2023,Buy low,0.4807,0.2816,0.2915,IMPROVED,0.0394,IMPROVED,True,True
ID_621439,621439,2023,Neutral,0.0114,0.3704,0.3292,,-0.0755,DECLINED,False,
ID_621493,621493,2023,Buy low,0.2952,0.3032,0.3252,IMPROVED,0.0512,IMPROVED,True,True
ID_621550,621550,2023,Neutral,0.0712,0.3961,0.3773,,-0.0999,DECLINED,False,
ID_621566,621566,2023,Neutral,-0.0038,0.3959,0.3612,,0.0098,FLAT,False,
ID_622534,622534,2023,Neutral,0.1056,0.2849,0.2909,,0.0328,IMPROVED,False,
ID_622761,622761,2023,Sell high,-0.2602,0.4411,0.3907,DECLINED,-0.2439,DECLINED,True,True
ID_623912,623912,2023,Sell high,-0.1892,0.4296,0.3608,DECLINED,-0.1088,DECLINED,True,True
ID_623993,623993,2023,Neutral,0.1358,0.2804,0.294,,0.0911,IMPROVED,False,
ID_624413,624413,2023,Slight buy,0.0991,0.3845,0.4006,IMPROVED,-0.0433,DECLINED,True,False
ID_624424,624424,2023,Neutral,0.0239,0.3203,0.3193,,0.0131,FLAT,False,
ID_624428,624428,2023,Neutral,0.0538,0.3049,0.3084,,0.0291,IMPROVED,False,
ID_624585,624585,2023,Buy low,0.2163,0.3299,0.3683,IMPROVED,0.0354,IMPROVED,True,True
ID_630105,630105,2023,Buy low,0.1556,0.3165,0.3321,IMPROVED,-0.0151,DECLINED,True,False
ID_641355,641355,2023,Buy low,0.1778,0.4338,0.3516,IMPROVED,-0.0575,DECLINED,True,False
ID_641487,641487,2023,Neutral,0.01,0.3422,0.3448,,0.0196,IMPROVED,False,
ID_641584,641584,2023,Neutral,0.0959,0.3242,0.3032,,0.0528,IMPROVED,False,
ID_641680,641680,2023,Slight buy,0.115,0.4084,0.4354,IMPROVED,-0.0678,DECLINED,True,False
ID_641820,641820,2023,Sell high,-0.2202,0.3056,0.2832,DECLINED,-0.0341,DECLINED,True,True
ID_641857,641857,2023,Slight buy,0.1264,0.3179,0.3571,IMPROVED,0.0571,IMPROVED,True,True
ID_642086,642086,2023,Neutral,0.1286,0.2816,0.2602,,0.0378,IMPROVED,False,
ID_642133,642133,2023,Neutral,-0.0574,0.365,0.3293,,-0.1034,DECLINED,False,
ID_642708,642708,2023,Buy low,0.2073,0.2582,0.303,IMPROVED,0.0752,IMPROVED,True,True
ID_642715,642715,2023,Neutral,0.0105,0.3455,0.328,,-0.0603,DECLINED,False,
ID_642731,642731,2023,Sell high,-0.78,0.4165,0.3356,DECLINED,-0.1069,DECLINED,True,True
ID_643217,643217,2023,Neutral,-0.0623,0.3014,0.2793,,0.0321,IMPROVED,False,
ID_643265,643265,2023,Sell high,-0.227,0.3224,0.2867,DECLINED,-0.0045,FLAT,False,
ID_643289,643289,2023,Sell high,-0.2422,0.3495,0.3232,DECLINED,-0.0593,DECLINED,True,True
ID_643393,643393,2023,Buy low,0.4157,0.2232,0.2914,IMPROVED,0.0819,IMPROVED,True,True
ID_643446,643446,2023,Slight sell,-0.1436,0.3832,0.3276,DECLINED,-0.1005,DECLINED,True,True
ID_645277,645277,2023,Neutral,0.0884,0.3423,0.3423,,0.0077,FLAT,False,
ID_646240,646240,2023,Buy low,0.3554,0.3533,0.3778,IMPROVED,0.014,FLAT,False,
ID_647304,647304,2023,Buy low,0.5111,0.2656,0.3676,IMPROVED,0.1305,IMPROVED,True,True
ID_649557,649557,2023,Buy low,0.2193,0.2247,0.2808,IMPROVED,0.0492,IMPROVED,True,True
ID_650333,650333,2023,Sell high,-0.625,0.4525,0.3887,DECLINED,-0.0709,DECLINED,True,True
ID_650391,650391,2023,Neutral,0.0185,0.3091,0.2887,,0.0619,IMPROVED,False,
ID_650402,650402,2023,Buy low,0.2986,0.346,0.3736,IMPROVED,-0.0252,DECLINED,True,False
ID_650490,650490,2023,Slight sell,-0.1078,0.4248,0.4337,DECLINED,-0.0407,DECLINED,True,True
ID_650559,650559,2023,Sell high,-0.1772,0.2944,0.2954,DECLINED,0.048,IMPROVED,True,False
ID_650859,650859,2023,Buy low,0.2017,0.2946,0.3316,IMPROVED,0.0436,IMPROVED,True,True
ID_656305,656305,2023,Sell high,-0.8964,0.4838,0.4807,DECLINED,-0.1668,DECLINED,True,True
ID_656582,656582,2023,Sell high,-0.3684,0.4091,0.372,DECLINED,-0.1111,DECLINED,True,True
ID_656775,656775,2023,Neutral,0.1068,0.3466,0.3211,,0.0008,FLAT,False,
ID_656941,656941,2023,Buy low,0.4265,0.3325,0.3436,IMPROVED,-0.0077,FLAT,False,
ID_657041,657041,2023,Sell high,-0.1956,0.3056,0.2536,DECLINED,0.072,IMPROVED,True,False
ID_657077,657077,2023,Neutral,-0.0704,0.3791,0.3771,,-0.0556,DECLINED,False,
ID_658668,658668,2023,Neutral,-0.0738,0.3644,0.383,,-0.0609,DECLINED,False,
ID_660271,660271,2023,Buy low,0.1988,0.3952,0.4015,IMPROVED,0.0731,IMPROVED,True,True
ID_660670,660670,2023,Sell high,-0.1775,0.4484,0.4484,DECLINED,-0.0216,DECLINED,True,True
ID_660688,660688,2023,Neutral,-0.045,0.3434,0.3565,,-0.0564,DECLINED,False,
ID_661388,661388,2023,Slight sell,-0.1048,0.3511,0.3469,DECLINED,0.0116,FLAT,False,
ID_662139,662139,2023,Neutral,0.1279,0.2754,0.2805,,0.0148,FLAT,False,
ID_663538,663538,2023,Neutral,-0.0848,0.3754,0.3477,,-0.0542,DECLINED,False,
ID_663586,663586,2023,Neutral,-0.001,0.347,0.3315,,0.0194,IMPROVED,False,
ID_663624,663624,2023,Buy low,0.3465,0.3008,0.39,IMPROVED,0.0278,IMPROVED,True,True
ID_663647,663647,2023,Slight buy,0.1381,0.2924,0.352,IMPROVED,0.0171,IMPROVED,True,True
ID_663656,663656,2023,Buy low,0.1889,0.3836,0.4288,IMPROVED,0.0019,FLAT,False,
ID_663697,663697,2023,Neutral,-0.042,0.3549,0.3546,,-0.0306,DECLINED,False,
ID_663728,663728,2023,Neutral,0.0317,0.3459,0.329,,-0.0205,DECLINED,False,
ID_663757,663757,2023,Buy low,0.1519,0.3237,0.3488,IMPROVED,-0.0022,FLAT,False,
ID_663837,663837,2023,Sell high,-0.2129,0.3375,0.3157,DECLINED,-0.0074,FLAT,False,
ID_663886,663886,2023,Sell high,-0.2171,0.3333,0.3288,DECLINED,-0.0133,FLAT,False,
ID_663993,663993,2023,Neutral,0.0566,0.3532,0.3753,,0.0286,IMPROVED,False,
ID_664023,664023,2023,Sell high,-0.2035,0.3722,0.3859,DECLINED,-0.0377,DECLINED,True,True
ID_664034,664034,2023,Neutral,0.0937,0.3233,0.3274,,-0.02,DECLINED,False,
ID_664040,664040,2023,Neutral,-0.0281,0.3747,0.361,,-0.0559,DECLINED,False,
ID_664702,664702,2023,Sell high,-0.167,0.3111,0.2958,DECLINED,-0.0464,DECLINED,True,True
ID_664761,664761,2023,Neutral,0.1008,0.334,0.3282,,0.0143,FLAT,False,
ID_664774,664774,2023,Neutral,0.1336,0.4229,0.4327,,-0.077,DECLINED,False,
ID_665155,665155,2023,Buy low,0.1543,0.2789,0.2652,IMPROVED,0.0007,FLAT,False,
ID_665161,665161,2023,Neutral,0.0442,0.3381,0.3135,,-0.0467,DECLINED,False,
ID_665489,665489,2023,Buy low,0.204,0.3862,0.4321,IMPROVED,-0.0499,DECLINED,True,False
ID_665742,665742,2023,Buy low,0.5449,0.3377,0.3832,IMPROVED,0.092,IMPROVED,True,True
ID_665828,665828,2023,Buy low,0.2004,0.2253,0.2385,IMPROVED,0.0602,IMPROVED,True,True
ID_665923,665923,2023,Slight sell,-0.0894,0.2971,0.3,DECLINED,0.0037,FLAT,False,
ID_665926,665926,2023,Neutral,-0.0396,0.3406,0.3005,,-0.0435,DECLINED,False,
ID_666139,666139,2023,Sell high,-0.4244,0.4367,0.3731,DECLINED,-0.122,DECLINED,True,True
ID_666182,666182,2023,Neutral,0.0176,0.3707,0.3928,,0.0067,FLAT,False,
ID_666801,666801,2023,Sell high,-0.4192,0.3788,0.3446,DECLINED,-0.1134,DECLINED,True,True
ID_666969,666969,2023,Neutral,0.0341,0.3669,0.3516,,0.0023,FLAT,False,
ID_666971,666971,2023,Neutral,0.0479,0.3138,0.3177,,0.0159,IMPROVED,False,
ID_667670,667670,2023,Neutral,0.0376,0.5012,0.4559,,-0.2006,DECLINED,False,
ID_668227,668227,2023,Sell high,-0.4609,0.4176,0.4064,DECLINED,-0.088,DECLINED,True,True
ID_668715,668715,2023,Neutral,-0.0341,0.3365,0.3062,,0.031,IMPROVED,False,
ID_668804,668804,2023,Neutral,-0.0148,0.3849,0.4025,,-0.0698,DECLINED,False,
ID_668930,668930,2023,Neutral,0.1464,0.2568,0.246,,0.0224,IMPROVED,False,
ID_668939,668939,2023,Neutral,0.0253,0.3791,0.3998,,-0.0394,DECLINED,False,
ID_668942,668942,2023,Sell high,-0.3164,0.3333,0.3025,DECLINED,-0.0912,DECLINED,True,True
ID_669004,669004,2023,Buy low,0.2469,0.27,0.311,IMPROVED,0.0356,IMPROVED,True,True
ID_669016,669016,2023,Sell high,-0.7019,0.453,0.3415,DECLINED,-0.1229,DECLINED,True,True
ID_669127,669127,2023,Neutral,0.0951,0.3194,0.3149,,-0.0488,DECLINED,False,
ID_669221,669221,2023,Slight sell,-0.1077,0.413,0.4468,DECLINED,-0.0325,DECLINED,True,True
ID_669242,669242,2023,Neutral,0.0106,0.3643,0.3062,,-0.0698,DECLINED,False,
ID_669261,669261,2023,Sell high,-0.1948,0.4147,0.427,DECLINED,-0.0647,DECLINED,True,True
ID_669357,669357,2023,Slight sell,-0.1256,0.3726,0.3795,DECLINED,-0.027,DECLINED,True,True
ID_669720,669720,2023,Sell high,-0.3546,0.4025,0.3813,DECLINED,-0.082,DECLINED,True,True
ID_669743,669743,2023,Neutral,0.0228,0.3324,0.321,,-0.0533,DECLINED,False,
ID_670541,670541,2023,Buy low,0.1794,0.4133,0.3791,IMPROVED,0.0204,IMPROVED,True,True
ID_670623,670623,2023,Sell high,-0.19,0.3481,0.2926,DECLINED,0.0482,IMPROVED,True,False
ID_670770,670770,2023,Sell high,-0.231,0.3387,0.2887,DECLINED,0.014,FLAT,False,
ID_671213,671213,2023,Buy low,0.5542,0.2668,0.2871,IMPROVED,0.1351,IMPROVED,True,True
ID_671277,671277,2023,Buy low,0.4439,0.275,0.3314,IMPROVED,0.0236,IMPROVED,True,True
ID_672284,672284,2023,Sell high,-0.4278,0.4213,0.4092,DECLINED,-0.1161,DECLINED,True,True
