batter,n_bbe,hh_rate,avg_la,career_hh_rate,career_la,hh_delta_2025,la_delta_2025
621020,82,0.47560975609756095,14.231707317073171,0.434,10.99,0.04160975609756096,3.241707317073171
621028,22,0.3181818181818182,12.863636363636363,0.2733333333333333,,0.04484848484848486,
621035,11,0.2727272727272727,21.545454545454547,0.3403333333333333,,-0.06760606060606061,
621043,85,0.4117647058823529,7.0588235294117645,0.455,9.41,-0.043235294117647094,-2.3511764705882356
621438,62,0.3548387096774194,21.903225806451612,0.36633333333333334,17.64,-0.011494623655913971,4.2632258064516115
621439,71,0.5211267605633803,16.690140845070424,0.49199999999999994,19.96,0.029126760563380316,-3.269859154929577
621493,84,0.47619047619047616,20.428571428571427,0.43,15.9,0.04619047619047617,4.528571428571427
621512,15,0.3333333333333333,3.6666666666666665,0.32699999999999996,,0.0063333333333333575,
621566,84,0.5714285714285714,10.928571428571429,0.5206666666666666,12.74,0.050761904761904786,-1.8114285714285714
622534,14,0.14285714285714285,10.214285714285714,0.2856666666666667,,-0.14280952380952383,
622569,11,0.2727272727272727,13.636363636363637,0.33166666666666667,,-0.05893939393939396,
622761,15,0.3333333333333333,21.466666666666665,0.36699999999999994,12.82,-0.03366666666666662,8.646666666666665
623168,24,0.25,15.0,0.24549999999999997,,0.004500000000000032,
623993,84,0.40476190476190477,15.166666666666666,0.4286666666666667,,-0.02390476190476193,
624413,89,0.5955056179775281,14.786516853932584,0.4696666666666667,15.93,0.12583895131086142,-1.1434831460674157
624415,31,0.2903225806451613,16.677419354838708,0.2863333333333334,,0.003989247311827926,
624424,54,0.3888888888888889,8.796296296296296,0.43266666666666675,10.78,-0.04377777777777786,-1.9837037037037035
624428,71,0.19718309859154928,14.070422535211268,0.22266666666666665,10.72,-0.02548356807511737,3.3504225352112673
624431,58,0.43103448275862066,4.258620689655173,0.35800000000000004,8.28,0.07303448275862062,-4.021379310344827
624585,70,0.42857142857142855,19.6,0.44699999999999995,18.6,-0.018428571428571405,1.0
624641,31,0.41935483870967744,9.67741935483871,0.37199999999999994,14.13,0.047354838709677494,-4.452580645161291
628451,37,0.40540540540540543,12.945945945945946,0.3746666666666667,12.92,0.030738738738738725,0.02594594594594568
630105,26,0.38461538461538464,10.76923076923077,0.36300000000000004,13.7,0.021615384615384592,-2.9307692307692292
640492,13,0.38461538461538464,5.384615384615385,0.2836666666666666,,0.10094871794871801,
640902,10,0.6,-4.1,0.414,,0.186,
641313,35,0.34285714285714286,-0.6,0.35300000000000004,,-0.010142857142857176,
641343,21,0.47619047619047616,20.571428571428573,0.45733333333333326,,0.018857142857142906,
641355,76,0.4473684210526316,20.0,0.3406666666666666,20.61,0.10670175438596496,-0.6099999999999994
641487,69,0.3333333333333333,12.159420289855072,0.36233333333333334,10.22,-0.029000000000000026,1.9394202898550716
641555,20,0.4,21.45,0.431,,-0.030999999999999972,
641584,55,0.32727272727272727,16.490909090909092,0.3,14.57,0.027272727272727282,1.9209090909090918
641598,30,0.5,19.066666666666666,0.429,17.15,0.07100000000000001,1.9166666666666679
641658,19,0.2631578947368421,10.31578947368421,0.26099999999999995,,0.0021578947368421364,
641680,58,0.41379310344827586,14.775862068965518,0.3693333333333333,16.63,0.044459770114942565,-1.8541379310344812
641857,60,0.4666666666666667,17.2,0.48133333333333334,11.18,-0.014666666666666661,6.02
641933,46,0.41304347826086957,23.41304347826087,0.4373333333333333,18.56,-0.02428985507246373,4.853043478260872
641943,26,0.38461538461538464,8.153846153846153,0.44166666666666665,,-0.057051282051282015,
642133,40,0.55,15.3,0.41100000000000003,,0.139,
642136,36,0.4444444444444444,18.055555555555557,0.412,,0.03244444444444444,
642180,26,0.15384615384615385,8.153846153846153,0.188,,-0.034153846153846146,
642201,35,0.45714285714285713,2.914285714285714,0.4425,,0.014642857142857124,
642215,3,0.6666666666666666,19.333333333333332,0.4246666666666667,,0.24199999999999994,
642350,12,0.16666666666666666,31.25,0.3753333333333333,,-0.20866666666666664,
642708,46,0.43478260869565216,12.76086956521739,0.40199999999999997,7.21,0.03278260869565219,5.550869565217391
642715,89,0.43820224719101125,19.831460674157302,0.4,19.73,0.03820224719101123,0.10146067415730187
642851,22,0.5,16.136363636363637,0.3656666666666667,,0.1343333333333333,
643217,58,0.3793103448275862,23.448275862068964,0.32766666666666666,14.1,0.051643678160919526,9.348275862068965
643289,41,0.1951219512195122,12.585365853658537,0.2743333333333333,9.86,-0.07921138211382112,2.7253658536585377
643376,45,0.37777777777777777,24.066666666666666,0.3536666666666667,21.33,0.024111111111111083,2.736666666666668
643396,81,0.32098765432098764,7.407407407407407,0.3213333333333333,6.8,-0.00034567901234566767,0.6074074074074076
643446,15,0.2,8.8,0.3046666666666667,12.09,-0.10466666666666669,-3.289999999999999
643565,8,0.125,22.0,0.3993333333333333,,-0.2743333333333333,
644433,3,0.3333333333333333,9.333333333333334,0.38049999999999995,,-0.047166666666666635,
645277,104,0.25,22.64423076923077,0.33899999999999997,17.06,-0.08899999999999997,5.584230769230771
645302,38,0.18421052631578946,5.2368421052631575,0.273,6.41,-0.08878947368421056,-1.1731578947368426
645444,22,0.045454545454545456,11.272727272727273,0.21733333333333335,,-0.1718787878787879,
646240,82,0.6097560975609756,16.23170731707317,0.546,13.18,0.06375609756097556,3.05170731707317
647304,97,0.4329896907216495,8.22680412371134,0.41333333333333333,12.78,0.01965635738831617,-4.55319587628866
649966,42,0.3333333333333333,18.61904761904762,0.31766666666666665,,0.015666666666666662,
650333,96,0.22916666666666666,12.239583333333334,0.22033333333333333,11.29,0.008833333333333332,0.9495833333333348
650402,70,0.35714285714285715,16.957142857142856,0.38233333333333325,17.23,-0.025190476190476097,-0.2728571428571449
650489,51,0.35294117647058826,16.50980392156863,0.353,10.9,-5.882352941172231e-05,5.609803921568629
650490,107,0.4953271028037383,3.7850467289719627,0.5173333333333333,5.41,-0.022006230529594994,-1.6249532710280374
650559,29,0.5172413793103449,15.517241379310345,0.45166666666666666,,0.0655747126436782,
650859,87,0.26436781609195403,3.735632183908046,0.3403333333333333,4.73,-0.07596551724137929,-0.9943678160919545
650968,27,0.3333333333333333,16.703703703703702,0.353,,-0.019666666666666666,
656180,8,0.75,2.375,0.4556666666666666,,0.2943333333333334,
656248,29,0.2413793103448276,20.03448275862069,0.364,,-0.1226206896551724,
656305,70,0.4857142857142857,23.814285714285713,0.5076666666666667,20.97,-0.021952380952381,2.8442857142857143
656413,13,0.23076923076923078,32.07692307692308,0.34199999999999997,,-0.11123076923076919,
656537,27,0.4074074074074074,-0.5555555555555556,0.361,,0.0464074074074074,
656555,66,0.4696969696969697,20.348484848484848,0.44299999999999995,20.03,0.026696969696969775,0.3184848484848466
656582,3,0.3333333333333333,10.333333333333334,0.37,9.9,-0.03666666666666668,0.43333333333333357
656716,68,0.39705882352941174,10.720588235294118,0.32199999999999995,14.27,0.07505882352941179,-3.549411764705882
656775,72,0.4027777777777778,24.708333333333332,0.3546666666666667,20.79,0.048111111111111104,3.918333333333333
656811,61,0.5245901639344263,9.524590163934427,0.44699999999999995,13.04,0.0775901639344263,-3.5154098360655723
656941,77,0.5714285714285714,19.0,0.5463333333333333,17.99,0.02509523809523806,1.0100000000000016
656976,47,0.44680851063829785,8.595744680851064,0.4396666666666667,12.12,0.0071418439716311455,-3.524255319148935
657041,31,0.3225806451612903,18.451612903225808,0.3753333333333334,15.95,-0.052752688172043094,2.5016129032258085
657077,41,0.43902439024390244,13.341463414634147,0.3843333333333333,,0.054691056910569136,
657136,16,0.3125,8.125,0.3443333333333333,12.61,-0.031833333333333325,-4.484999999999999
657557,30,0.36666666666666664,23.5,0.3813333333333333,,-0.014666666666666661,
657656,32,0.4375,18.1875,0.4193333333333333,16.59,0.01816666666666672,1.5975000000000001
657757,59,0.5423728813559322,19.83050847457627,0.381,17.95,0.1613728813559322,1.8805084745762706
660162,13,0.3076923076923077,15.307692307692308,0.38966666666666666,,-0.08197435897435895,
660271,74,0.6216216216216216,13.364864864864865,0.5766666666666667,11.82,0.04495495495495494,1.5448648648648646
660644,5,0.8,7.0,0.27699999999999997,,0.5230000000000001,
660688,91,0.2967032967032967,8.714285714285714,0.2946666666666667,13.23,0.002036630036630016,-4.515714285714287
660757,36,0.4166666666666667,3.4722222222222223,0.43150000000000005,,-0.014833333333333365,
660821,35,0.42857142857142855,12.885714285714286,0.47,6.62,-0.041428571428571426,6.265714285714286
660844,24,0.20833333333333334,10.75,0.23600000000000002,,-0.027666666666666673,
661388,84,0.39285714285714285,1.5119047619047619,0.489,4.27,-0.09614285714285714,-2.7580952380952377
662139,4,0.75,22.5,0.36800000000000005,19.81,0.38199999999999995,2.6900000000000013
663457,93,0.4946236559139785,16.559139784946236,0.4576666666666667,,0.03695698924731178,
663538,99,0.29292929292929293,11.636363636363637,0.30433333333333334,10.21,-0.011404040404040416,1.4263636363636358
663584,19,0.3684210526315789,-0.631578947368421,0.385,,-0.016578947368421082,
663586,84,0.5119047619047619,18.0,0.5093333333333334,13.05,0.002571428571428447,4.949999999999999
663604,25,0.16,-5.96,0.32,,-0.16,
663609,20,0.6,18.9,0.55,,0.04999999999999993,
663616,84,0.38095238095238093,7.535714285714286,0.468,12.39,-0.0870476190476191,-4.854285714285715
663624,70,0.4714285714285714,9.685714285714285,0.45733333333333326,12.82,0.01409523809523816,-3.1342857142857152
663647,84,0.4880952380952381,11.904761904761905,0.44566666666666666,8.21,0.04242857142857143,3.6947619047619042
663656,97,0.4329896907216495,19.95876288659794,0.4373333333333333,18.03,-0.004343642611683796,1.9287628865979372
663662,1,0.0,-40.0,0.4045,,-0.4045,
663697,84,0.38095238095238093,21.011904761904763,0.37300000000000005,13.42,0.007952380952380877,7.591904761904763
663698,48,0.375,11.5,0.3603333333333334,10.97,0.014666666666666606,0.5299999999999994
663728,80,0.475,20.8875,0.46233333333333326,19.91,0.012666666666666715,0.9774999999999991
663743,16,0.625,8.0,0.3183333333333333,5.33,0.3066666666666667,2.67
663757,55,0.509090909090909,19.036363636363635,0.4426666666666667,17.94,0.06642424242424233,1.096363636363634
663796,7,0.42857142857142855,-3.7142857142857144,0.192,,0.23657142857142854,
663853,32,0.53125,6.78125,0.5023333333333333,,0.0289166666666667,
663898,35,0.4857142857142857,12.057142857142857,0.4426666666666667,,0.043047619047619,
663968,60,0.4166666666666667,-2.7333333333333334,0.33399999999999996,,0.08266666666666672,
663993,73,0.4794520547945205,11.698630136986301,0.4103333333333333,7.23,0.0691187214611872,4.468630136986301
664023,104,0.40384615384615385,17.173076923076923,0.4286666666666667,12.85,-0.02482051282051284,4.323076923076924
664034,92,0.4673913043478261,7.9021739130434785,0.4093333333333334,10.01,0.058057971014492726,-2.1078260869565213
664040,77,0.45454545454545453,11.428571428571429,0.4626666666666667,14.54,-0.008121212121212196,-3.1114285714285703
664056,52,0.4230769230769231,16.884615384615383,0.35833333333333334,13.5,0.06474358974358974,3.3846153846153832
664238,54,0.4444444444444444,17.59259259259259,0.385,,0.05944444444444441,
664702,38,0.2894736842105263,5.421052631578948,0.252,8.46,0.037473684210526326,-3.038947368421053
664728,61,0.26229508196721313,12.049180327868852,0.374,9.49,-0.11170491803278687,2.5591803278688516
664761,92,0.5,5.956521739130435,0.44566666666666666,8.38,0.054333333333333345,-2.423478260869566
664770,32,0.25,11.375,0.3456666666666667,,-0.09566666666666668,
664774,57,0.2807017543859649,23.719298245614034,0.3856666666666667,,-0.10496491228070182,
664913,19,0.3684210526315789,19.736842105263158,0.42533333333333334,,-0.056912280701754414,
664983,36,0.16666666666666666,8.166666666666666,0.25266666666666665,9.54,-0.086,-1.373333333333333
665019,9,0.3333333333333333,5.111111111111111,0.43699999999999994,,-0.10366666666666663,
665052,45,0.5111111111111111,8.755555555555556,0.44400000000000006,,0.06711111111111101,
665155,34,0.38235294117647056,28.705882352941178,0.34299999999999997,,0.03935294117647059,
665161,91,0.4725274725274725,6.9010989010989015,0.39166666666666666,8.81,0.08086080586080585,-1.908901098901099
665487,93,0.5591397849462365,2.903225806451613,0.5229999999999999,7.21,0.0361397849462366,-4.306774193548387
665489,90,0.5444444444444444,8.655555555555555,0.516,9.34,0.028444444444444383,-0.6844444444444449
665561,13,0.23076923076923078,13.538461538461538,0.27,,-0.039230769230769236,
665742,92,0.532608695652174,6.0,0.5586666666666666,8.31,-0.026057971014492698,-2.3100000000000005
665750,56,0.26785714285714285,16.071428571428573,0.37933333333333336,13.91,-0.1114761904761905,2.161428571428573
665804,47,0.3191489361702128,19.170212765957448,0.33366666666666667,,-0.014517730496453884,
665828,59,0.3559322033898305,8.813559322033898,0.3396666666666667,,0.01626553672316383,
665833,68,0.6323529411764706,13.308823529411764,0.49166666666666664,10.38,0.14068627450980392,2.9288235294117637
665839,54,0.4444444444444444,13.0,0.39399999999999996,,0.05044444444444446,
665862,67,0.3880597014925373,17.29850746268657,0.42066666666666663,11.78,-0.03260696517412931,5.5185074626865696
665926,83,0.30120481927710846,6.216867469879518,0.2773333333333333,8.61,0.02387148594377514,-2.3931325301204813
665966,58,0.39655172413793105,13.637931034482758,0.446,,-0.04944827586206896,
666018,66,0.6212121212121212,12.257575757575758,0.4896666666666667,,0.13154545454545452,
666023,37,0.3783783783783784,5.0,0.369,,0.009378378378378405,
666134,45,0.5777777777777777,13.733333333333333,0.44133333333333336,,0.13644444444444437,
666139,2,0.5,-16.5,0.41800000000000004,,0.08199999999999996,
666149,63,0.25396825396825395,14.873015873015873,0.29033333333333333,,-0.03636507936507938,
666152,22,0.22727272727272727,18.636363636363637,0.28700000000000003,,-0.05972727272727277,
666158,71,0.43661971830985913,9.450704225352112,0.39,,0.046619718309859115,
666160,58,0.46551724137931033,16.155172413793103,0.3963333333333333,,0.06918390804597702,
666163,27,0.18518518518518517,13.11111111111111,0.2833333333333333,,-0.09814814814814815,
666165,10,0.4,4.0,0.407,,-0.006999999999999951,
666176,60,0.43333333333333335,13.966666666666667,0.44699999999999995,13.06,-0.013666666666666605,0.9066666666666663
666182,110,0.4818181818181818,11.327272727272728,0.45733333333333326,6.9,0.024484848484848554,4.427272727272728
666185,7,0.14285714285714285,14.714285714285714,0.313,11.96,-0.17014285714285715,2.7542857142857127
666310,54,0.3148148148148148,20.37037037037037,0.35600000000000004,,-0.041185185185185214,
666397,58,0.43103448275862066,6.189655172413793,0.41666666666666663,9.59,0.014367816091954033,-3.400344827586207
666624,48,0.4166666666666667,18.541666666666668,0.46699999999999997,15.92,-0.050333333333333286,2.621666666666668
666915,9,0.3333333333333333,28.22222222222222,0.4036666666666667,,-0.07033333333333336,
666969,80,0.525,23.875,0.4820000000000001,17.45,0.04299999999999993,6.425000000000001
666971,97,0.36082474226804123,20.34020618556701,0.4143333333333333,15.7,-0.053508591065292044,4.64020618556701
667472,42,0.42857142857142855,7.595238095238095,0.47533333333333333,,-0.04676190476190478,
667670,88,0.4659090909090909,16.329545454545453,0.4796666666666667,19.21,-0.013757575757575802,-2.8804545454545476
668227,68,0.4852941176470588,13.897058823529411,0.475,10.83,0.010294117647058842,3.067058823529411
668670,13,0.23076923076923078,20.53846153846154,0.42533333333333334,,-0.19456410256410256,
668709,81,0.43209876543209874,19.098765432098766,0.36733333333333335,18.67,0.0647654320987654,0.42876543209876417
668715,69,0.3188405797101449,12.652173913043478,0.36733333333333335,14.43,-0.048492753623188445,-1.7778260869565212
668804,83,0.46987951807228917,3.9759036144578315,0.46233333333333326,9.11,0.007546184738955908,-5.134096385542168
668845,16,0.25,24.625,0.267,,-0.017000000000000015,
668901,81,0.3950617283950617,11.444444444444445,0.4936666666666667,,-0.09860493827160499,
668930,95,0.4842105263157895,6.0,0.347,6.5,0.1372105263157895,-0.5
668939,81,0.3950617283950617,15.975308641975309,0.37933333333333336,18.03,0.01572839506172835,-2.0546913580246926
668952,21,0.2857142857142857,12.904761904761905,0.26133333333333336,,0.024380952380952337,
669003,45,0.4222222222222222,8.355555555555556,0.389,,0.03322222222222221,
669004,27,0.4444444444444444,23.59259259259259,0.469,16.33,-0.024555555555555553,7.262592592592593
669016,28,0.4642857142857143,6.535714285714286,0.475,9.09,-0.010714285714285676,-2.5542857142857143
669065,67,0.4925373134328358,10.701492537313433,0.41833333333333333,,0.07420398009950246,
669087,17,0.4117647058823529,1.588235294117647,0.4395,,-0.02773529411764708,
669127,84,0.4523809523809524,9.488095238095237,0.4446666666666667,14.41,0.0077142857142856736,-4.921904761904763
669194,1,0.0,-17.0,,,,
669200,2,0.0,-8.0,0.2095,,-0.2095,
669208,24,0.3333333333333333,10.166666666666666,0.39899999999999997,,-0.06566666666666665,
669221,37,0.43243243243243246,7.027027027027027,0.41800000000000004,,0.014432432432432418,
669224,73,0.5068493150684932,20.47945205479452,0.4206666666666667,19.31,0.08618264840182649,1.1694520547945224
669234,36,0.3333333333333333,19.75,0.34450000000000003,,-0.011166666666666714,
669242,87,0.4827586206896552,14.67816091954023,0.3793333333333333,,0.1034252873563219,
669257,53,0.4716981132075472,23.07547169811321,0.43566666666666665,16.49,0.03603144654088053,6.58547169811321
669261,20,0.45,21.7,0.401,,0.04899999999999999,
669289,60,0.25,10.7,0.264,11.72,-0.014000000000000012,-1.0200000000000014
669304,23,0.43478260869565216,6.565217391304348,0.39899999999999997,,0.035782608695652196,
669357,37,0.43243243243243246,21.756756756756758,0.4273333333333333,18.9,0.005099099099099169,2.8567567567567593
669364,103,0.24271844660194175,9.20388349514563,0.22433333333333333,9.9,0.018385113268608422,-0.6961165048543698
669392,3,0.0,-23.0,0.225,,-0.225,
669394,67,0.4925373134328358,11.253731343283581,0.48300000000000004,13.07,0.009537313432835759,-1.816268656716419
669397,53,0.2830188679245283,12.81132075471698,0.21900000000000003,12.35,0.06401886792452827,0.4613207547169811
669398,9,0.3333333333333333,19.0,,,,
669477,14,0.5,11.428571428571429,0.3796666666666667,,0.12033333333333329,
669701,58,0.3793103448275862,3.689655172413793,0.3486666666666667,9.96,0.030643678160919507,-6.270344827586207
669707,35,0.2857142857142857,22.571428571428573,0.3696666666666667,11.26,-0.083952380952381,11.311428571428573
669717,6,0.3333333333333333,11.833333333333334,0.36700000000000005,,-0.033666666666666734,
669720,39,0.5128205128205128,15.974358974358974,0.3956666666666667,11.36,0.11715384615384605,4.614358974358975
669743,53,0.2641509433962264,10.849056603773585,0.305,12.54,-0.04084905660377358,-1.6909433962264142
669911,65,0.4,15.923076923076923,0.458,,-0.057999999999999996,
670032,7,0.42857142857142855,5.714285714285714,0.2686666666666666,7.12,0.15990476190476194,-1.4057142857142857
670042,49,0.4897959183673469,6.63265306122449,0.43266666666666675,12.84,0.05712925170068017,-6.20734693877551
670156,41,0.4634146341463415,7.682926829268292,0.3423333333333333,,0.12108130081300816,
670223,46,0.45652173913043476,21.695652173913043,0.386,,0.07052173913043475,
670224,58,0.3793103448275862,11.879310344827585,0.298,,0.0813103448275862,
670242,37,0.4864864864864865,17.945945945945947,0.4893333333333334,,-0.0028468468468468844,
670276,4,0.0,10.25,0.25,,-0.25,
670541,81,0.4567901234567901,19.246913580246915,0.516,16.63,-0.059209876543209916,2.6169135802469157
670623,89,0.38202247191011235,16.280898876404493,0.29733333333333334,20.26,0.08468913857677901,-3.979101123595509
670764,52,0.2692307692307692,12.634615384615385,0.264,13.96,0.0052307692307692055,-1.3253846153846158
670770,103,0.3300970873786408,11.951456310679612,0.30400000000000005,9.61,0.02609708737864075,2.3414563106796127
671056,16,0.5,8.0,0.5043333333333334,,-0.004333333333333411,
671213,69,0.43478260869565216,16.231884057971016,0.45399999999999996,,-0.019217391304347797,
671218,88,0.4431818181818182,11.488636363636363,0.4553333333333333,11.61,-0.012151515151515135,-0.12136363636363612
671221,37,0.2972972972972973,11.81081081081081,0.2823333333333333,,0.014963963963963989,
